Sector,Percentage Change,Region,text
B18 4,6,Midlands,B18 4<br>Price Change: 6%
B18 5,3,Midlands,B18 5<br>Price Change: 3%
B18 6,-4,Midlands,B18 6<br>Price Change: -4%
B18 7,-1,Midlands,B18 7<br>Price Change: -1%
B19 1,-5,Midlands,B19 1<br>Price Change: -5%
B19 2,18,Midlands,B19 2<br>Price Change: 18%
B19 3,92,Midlands,B19 3<br>Price Change: 92%
B2 4,15,Midlands,B2 4<br>Price Change: 15%
B2 5,-25,Midlands,B2 5<br>Price Change: -25%
B20 1,13,Midlands,B20 1<br>Price Change: 13%
B20 2,-7,Midlands,B20 2<br>Price Change: -7%
B20 3,-12,Midlands,B20 3<br>Price Change: -12%
B21 0,3,Midlands,B21 0<br>Price Change: 3%
B21 8,-6,Midlands,B21 8<br>Price Change: -6%
B21 9,-7,Midlands,B21 9<br>Price Change: -7%
B23 5,-7,Midlands,B23 5<br>Price Change: -7%
B23 6,-7,Midlands,B23 6<br>Price Change: -7%
B23 7,1,Midlands,B23 7<br>Price Change: 1%
B24 0,7,Midlands,B24 0<br>Price Change: 7%
B24 8,12,Midlands,B24 8<br>Price Change: 12%
B24 9,5,Midlands,B24 9<br>Price Change: 5%
B25 8,2,Midlands,B25 8<br>Price Change: 2%
B26 1,-2,Midlands,B26 1<br>Price Change: -2%
B26 2,15,Midlands,B26 2<br>Price Change: 15%
B26 3,-2,Midlands,B26 3<br>Price Change: -2%
B27 6,6,Midlands,B27 6<br>Price Change: 6%
B27 7,-13,Midlands,B27 7<br>Price Change: -13%
B28 0,-3,Midlands,B28 0<br>Price Change: -3%
B28 8,-2,Midlands,B28 8<br>Price Change: -2%
B28 9,-7,Midlands,B28 9<br>Price Change: -7%
B29 4,-8,Midlands,B29 4<br>Price Change: -8%
B29 5,-7,Midlands,B29 5<br>Price Change: -7%
B29 6,10,Midlands,B29 6<br>Price Change: 10%
B29 7,-5,Midlands,B29 7<br>Price Change: -5%
B3 1,0,Midlands,B3 1<br>Price Change: 0%
B30 1,-1,Midlands,B30 1<br>Price Change: -1%
B30 2,-2,Midlands,B30 2<br>Price Change: -2%
B30 3,-3,Midlands,B30 3<br>Price Change: -3%
B31 1,9,Midlands,B31 1<br>Price Change: 9%
B31 2,13,Midlands,B31 2<br>Price Change: 13%
B31 3,-8,Midlands,B31 3<br>Price Change: -8%
B31 4,9,Midlands,B31 4<br>Price Change: 9%
B31 5,8,Midlands,B31 5<br>Price Change: 8%
B32 1,-1,Midlands,B32 1<br>Price Change: -1%
B32 2,11,Midlands,B32 2<br>Price Change: 11%
B32 3,-7,Midlands,B32 3<br>Price Change: -7%
B32 4,4,Midlands,B32 4<br>Price Change: 4%
B33 0,-4,Midlands,B33 0<br>Price Change: -4%
B33 8,-6,Midlands,B33 8<br>Price Change: -6%
B33 9,2,Midlands,B33 9<br>Price Change: 2%
B34 6,-3,Midlands,B34 6<br>Price Change: -3%
B34 7,11,Midlands,B34 7<br>Price Change: 11%
B35 6,2,Midlands,B35 6<br>Price Change: 2%
B35 7,8,Midlands,B35 7<br>Price Change: 8%
B36 0,1,Midlands,B36 0<br>Price Change: 1%
B36 8,5,Midlands,B36 8<br>Price Change: 5%
B36 9,5,Midlands,B36 9<br>Price Change: 5%
B37 5,0,Midlands,B37 5<br>Price Change: 0%
B37 6,-5,Midlands,B37 6<br>Price Change: -5%
B37 7,5,Midlands,B37 7<br>Price Change: 5%
B38 0,47,Midlands,B38 0<br>Price Change: 47%
B38 8,1,Midlands,B38 8<br>Price Change: 1%
B38 9,11,Midlands,B38 9<br>Price Change: 11%
B4 6,2,Midlands,B4 6<br>Price Change: 2%
B42 1,-2,Midlands,B42 1<br>Price Change: -2%
B42 2,-1,Midlands,B42 2<br>Price Change: -1%
B43 5,-3,Midlands,B43 5<br>Price Change: -3%
B43 6,1,Midlands,B43 6<br>Price Change: 1%
B43 7,1,Midlands,B43 7<br>Price Change: 1%
B44 0,7,Midlands,B44 0<br>Price Change: 7%
B44 8,2,Midlands,B44 8<br>Price Change: 2%
B44 9,1,Midlands,B44 9<br>Price Change: 1%
B45 0,-7,Midlands,B45 0<br>Price Change: -7%
B45 8,-4,Midlands,B45 8<br>Price Change: -4%
B45 9,19,Midlands,B45 9<br>Price Change: 19%
B46 1,3,Midlands,B46 1<br>Price Change: 3%
B46 2,-29,Midlands,B46 2<br>Price Change: -29%
B46 3,3,Midlands,B46 3<br>Price Change: 3%
B47 5,-6,Midlands,B47 5<br>Price Change: -6%
B47 6,8,Midlands,B47 6<br>Price Change: 8%
B48 7,1,Midlands,B48 7<br>Price Change: 1%
B49 5,35,Midlands,B49 5<br>Price Change: 35%
B49 6,23,Midlands,B49 6<br>Price Change: 23%
B5 4,3,Midlands,B5 4<br>Price Change: 3%
B5 5,-7,Midlands,B5 5<br>Price Change: -7%
B5 6,-16,Midlands,B5 6<br>Price Change: -16%
B5 7,-7,Midlands,B5 7<br>Price Change: -7%
B50 4,7,Midlands,B50 4<br>Price Change: 7%
B6 5,5,Midlands,B6 5<br>Price Change: 5%
B6 6,-12,Midlands,B6 6<br>Price Change: -12%
B6 7,15,Midlands,B6 7<br>Price Change: 15%
B60 1,-7,Midlands,B60 1<br>Price Change: -7%
B60 2,-4,Midlands,B60 2<br>Price Change: -4%
B60 3,-8,Midlands,B60 3<br>Price Change: -8%
B60 4,13,Midlands,B60 4<br>Price Change: 13%
B61 0,-3,Midlands,B61 0<br>Price Change: -3%
B61 7,-11,Midlands,B61 7<br>Price Change: -11%
B61 8,4,Midlands,B61 8<br>Price Change: 4%
B61 9,12,Midlands,B61 9<br>Price Change: 12%
B62 0,-12,Midlands,B62 0<br>Price Change: -12%
B62 8,-5,Midlands,B62 8<br>Price Change: -5%
B62 9,-1,Midlands,B62 9<br>Price Change: -1%
B63 1,-5,Midlands,B63 1<br>Price Change: -5%
B63 2,-2,Midlands,B63 2<br>Price Change: -2%
B63 3,-2,Midlands,B63 3<br>Price Change: -2%
B63 4,-4,Midlands,B63 4<br>Price Change: -4%
B64 5,-3,Midlands,B64 5<br>Price Change: -3%
B64 6,-3,Midlands,B64 6<br>Price Change: -3%
B64 7,-8,Midlands,B64 7<br>Price Change: -8%
B65 0,9,Midlands,B65 0<br>Price Change: 9%
B65 8,11,Midlands,B65 8<br>Price Change: 11%
B65 9,-6,Midlands,B65 9<br>Price Change: -6%
B66 1,-32,Midlands,B66 1<br>Price Change: -32%
B66 2,-8,Midlands,B66 2<br>Price Change: -8%
B66 3,-11,Midlands,B66 3<br>Price Change: -11%
B66 4,3,Midlands,B66 4<br>Price Change: 3%
B67 5,-2,Midlands,B67 5<br>Price Change: -2%
B67 6,-3,Midlands,B67 6<br>Price Change: -3%
B67 7,-14,Midlands,B67 7<br>Price Change: -14%
B68 0,8,Midlands,B68 0<br>Price Change: 8%
B68 8,-7,Midlands,B68 8<br>Price Change: -7%
B68 9,6,Midlands,B68 9<br>Price Change: 6%
B69 1,2,Midlands,B69 1<br>Price Change: 2%
B69 2,10,Midlands,B69 2<br>Price Change: 10%
B69 3,14,Midlands,B69 3<br>Price Change: 14%
B69 4,-4,Midlands,B69 4<br>Price Change: -4%
B7 4,-23,Midlands,B7 4<br>Price Change: -23%
B7 5,41,Midlands,B7 5<br>Price Change: 41%
B70 0,23,Midlands,B70 0<br>Price Change: 23%
B70 6,3,Midlands,B70 6<br>Price Change: 3%
B70 7,25,Midlands,B70 7<br>Price Change: 25%
B70 8,10,Midlands,B70 8<br>Price Change: 10%
B70 9,-6,Midlands,B70 9<br>Price Change: -6%
B71 1,-1,Midlands,B71 1<br>Price Change: -1%
B71 2,0,Midlands,B71 2<br>Price Change: 0%
B71 3,-2,Midlands,B71 3<br>Price Change: -2%
B71 4,-3,Midlands,B71 4<br>Price Change: -3%
B72 1,-5,Midlands,B72 1<br>Price Change: -5%
B73 5,2,Midlands,B73 5<br>Price Change: 2%
B73 6,8,Midlands,B73 6<br>Price Change: 8%
B74 2,14,Midlands,B74 2<br>Price Change: 14%
B74 3,-6,Midlands,B74 3<br>Price Change: -6%
B74 4,-5,Midlands,B74 4<br>Price Change: -5%
B75 5,5,Midlands,B75 5<br>Price Change: 5%
B75 6,-10,Midlands,B75 6<br>Price Change: -10%
B75 7,1,Midlands,B75 7<br>Price Change: 1%
B76 0,5,Midlands,B76 0<br>Price Change: 5%
B76 1,-3,Midlands,B76 1<br>Price Change: -3%
B76 2,-1,Midlands,B76 2<br>Price Change: -1%
B76 9,11,Midlands,B76 9<br>Price Change: 11%
B77 1,-2,Midlands,B77 1<br>Price Change: -2%
B77 2,1,Midlands,B77 2<br>Price Change: 1%
B77 3,2,Midlands,B77 3<br>Price Change: 2%
B77 4,1,Midlands,B77 4<br>Price Change: 1%
B77 5,-3,Midlands,B77 5<br>Price Change: -3%
B78 1,-8,Midlands,B78 1<br>Price Change: -8%
B78 2,-4,Midlands,B78 2<br>Price Change: -4%
B78 3,-4,Midlands,B78 3<br>Price Change: -4%
B79 0,-1,Midlands,B79 0<br>Price Change: -1%
B79 7,1,Midlands,B79 7<br>Price Change: 1%
B79 8,8,Midlands,B79 8<br>Price Change: 8%
B79 9,5,Midlands,B79 9<br>Price Change: 5%
B8 1,-19,Midlands,B8 1<br>Price Change: -19%
B8 2,-5,Midlands,B8 2<br>Price Change: -5%
B8 3,7,Midlands,B8 3<br>Price Change: 7%
B80 7,12,Midlands,B80 7<br>Price Change: 12%
B9 4,-7,Midlands,B9 4<br>Price Change: -7%
B9 5,0,Midlands,B9 5<br>Price Change: 0%
B90 1,0,Midlands,B90 1<br>Price Change: 0%
B90 2,2,Midlands,B90 2<br>Price Change: 2%
B90 3,3,Midlands,B90 3<br>Price Change: 3%
B90 4,3,Midlands,B90 4<br>Price Change: 3%
B91 1,3,Midlands,B91 1<br>Price Change: 3%
B91 2,-4,Midlands,B91 2<br>Price Change: -4%
B91 3,1,Midlands,B91 3<br>Price Change: 1%
B92 0,-4,Midlands,B92 0<br>Price Change: -4%
B92 7,-7,Midlands,B92 7<br>Price Change: -7%
B92 8,8,Midlands,B92 8<br>Price Change: 8%
B92 9,5,Midlands,B92 9<br>Price Change: 5%
B93 0,-14,Midlands,B93 0<br>Price Change: -14%
B93 8,12,Midlands,B93 8<br>Price Change: 12%
B93 9,6,Midlands,B93 9<br>Price Change: 6%
B94 5,-25,Midlands,B94 5<br>Price Change: -25%
B94 6,-7,Midlands,B94 6<br>Price Change: -7%
B95 5,6,Midlands,B95 5<br>Price Change: 6%
B95 6,12,Midlands,B95 6<br>Price Change: 12%
B96 6,22,Midlands,B96 6<br>Price Change: 22%
B97 4,-8,Midlands,B97 4<br>Price Change: -8%
B97 5,6,Midlands,B97 5<br>Price Change: 6%
B97 6,1,Midlands,B97 6<br>Price Change: 1%
B98 0,7,Midlands,B98 0<br>Price Change: 7%
B98 7,-1,Midlands,B98 7<br>Price Change: -1%
B98 8,-8,Midlands,B98 8<br>Price Change: -8%
B98 9,-8,Midlands,B98 9<br>Price Change: -8%
BA1 1,-13,South West,BA1 1<br>Price Change: -13%
BA1 2,12,South West,BA1 2<br>Price Change: 12%
BA1 3,13,South West,BA1 3<br>Price Change: 13%
BA1 4,-6,South West,BA1 4<br>Price Change: -6%
BA1 5,11,South West,BA1 5<br>Price Change: 11%
BA1 6,8,South West,BA1 6<br>Price Change: 8%
BA1 7,-6,South West,BA1 7<br>Price Change: -6%
BA1 8,6,South West,BA1 8<br>Price Change: 6%
BA1 9,55,South West,BA1 9<br>Price Change: 55%
BA10 0,29,South West,BA10 0<br>Price Change: 29%
BA11 1,5,South West,BA11 1<br>Price Change: 5%
BA11 2,-9,South West,BA11 2<br>Price Change: -9%
BA11 3,-19,South West,BA11 3<br>Price Change: -19%
BA11 4,-11,South West,BA11 4<br>Price Change: -11%
BA11 5,75,South West,BA11 5<br>Price Change: 75%
BA11 6,-27,South West,BA11 6<br>Price Change: -27%
BA12 0,17,South West,BA12 0<br>Price Change: 17%
BA12 6,-5,South West,BA12 6<br>Price Change: -5%
BA12 7,1,South West,BA12 7<br>Price Change: 1%
BA12 8,3,South West,BA12 8<br>Price Change: 3%
BA12 9,8,South West,BA12 9<br>Price Change: 8%
BA13 2,-2,South West,BA13 2<br>Price Change: -2%
BA13 3,-1,South West,BA13 3<br>Price Change: -1%
BA13 4,5,South West,BA13 4<br>Price Change: 5%
BA14 0,-5,South West,BA14 0<br>Price Change: -5%
BA14 6,2,South West,BA14 6<br>Price Change: 2%
BA14 7,3,South West,BA14 7<br>Price Change: 3%
BA14 8,6,South West,BA14 8<br>Price Change: 6%
BA14 9,1,South West,BA14 9<br>Price Change: 1%
BA15 1,4,South West,BA15 1<br>Price Change: 4%
BA15 2,6,South West,BA15 2<br>Price Change: 6%
BA16 0,2,South West,BA16 0<br>Price Change: 2%
BA16 9,1,South West,BA16 9<br>Price Change: 1%
BA2 0,-13,South West,BA2 0<br>Price Change: -13%
BA2 1,9,South West,BA2 1<br>Price Change: 9%
BA2 2,4,South West,BA2 2<br>Price Change: 4%
BA2 3,6,South West,BA2 3<br>Price Change: 6%
BA2 4,5,South West,BA2 4<br>Price Change: 5%
BA2 5,10,South West,BA2 5<br>Price Change: 10%
BA2 6,-6,South West,BA2 6<br>Price Change: -6%
BA2 7,-3,South West,BA2 7<br>Price Change: -3%
BA2 8,0,South West,BA2 8<br>Price Change: 0%
BA2 9,1,South West,BA2 9<br>Price Change: 1%
BA20 1,24,South West,BA20 1<br>Price Change: 24%
BA20 2,1,South West,BA20 2<br>Price Change: 1%
BA21 3,0,South West,BA21 3<br>Price Change: 0%
BA21 4,1,South West,BA21 4<br>Price Change: 1%
BA21 5,2,South West,BA21 5<br>Price Change: 2%
BA22 7,10,South West,BA22 7<br>Price Change: 10%
BA22 8,2,South West,BA22 8<br>Price Change: 2%
BA22 9,-26,South West,BA22 9<br>Price Change: -26%
BA3 2,-2,South West,BA3 2<br>Price Change: -2%
BA3 3,-3,South West,BA3 3<br>Price Change: -3%
BA3 4,5,South West,BA3 4<br>Price Change: 5%
BA3 5,0,South West,BA3 5<br>Price Change: 0%
BA4 4,-15,South West,BA4 4<br>Price Change: -15%
BA4 5,-2,South West,BA4 5<br>Price Change: -2%
BA4 6,8,South West,BA4 6<br>Price Change: 8%
BA5 1,-6,South West,BA5 1<br>Price Change: -6%
BA5 2,0,South West,BA5 2<br>Price Change: 0%
BA5 3,-15,South West,BA5 3<br>Price Change: -15%
BA6 8,4,South West,BA6 8<br>Price Change: 4%
BA6 9,5,South West,BA6 9<br>Price Change: 5%
BA7 7,7,South West,BA7 7<br>Price Change: 7%
BA8 0,0,South West,BA8 0<br>Price Change: 0%
BA9 8,15,South West,BA9 8<br>Price Change: 15%
BA9 9,-7,South West,BA9 9<br>Price Change: -7%
BB1 1,-11,North England,BB1 1<br>Price Change: -11%
BB1 2,-13,North England,BB1 2<br>Price Change: -13%
BB1 3,-8,North England,BB1 3<br>Price Change: -8%
BB1 4,-7,North England,BB1 4<br>Price Change: -7%
BB1 5,9,North England,BB1 5<br>Price Change: 9%
BB1 6,11,North England,BB1 6<br>Price Change: 11%
BB1 7,12,North England,BB1 7<br>Price Change: 12%
BB1 8,5,North England,BB1 8<br>Price Change: 5%
BB1 9,0,North England,BB1 9<br>Price Change: 0%
BB10 1,-4,North England,BB10 1<br>Price Change: -4%
BB10 2,-5,North England,BB10 2<br>Price Change: -5%
BB10 3,29,North England,BB10 3<br>Price Change: 29%
BB10 4,2,North England,BB10 4<br>Price Change: 2%
BB11 1,-55,North England,BB11 1<br>Price Change: -55%
BB11 2,6,North England,BB11 2<br>Price Change: 6%
BB11 3,40,North England,BB11 3<br>Price Change: 40%
BB11 4,14,North England,BB11 4<br>Price Change: 14%
BB11 5,-14,North England,BB11 5<br>Price Change: -14%
BB12 0,11,North England,BB12 0<br>Price Change: 11%
BB12 6,-2,North England,BB12 6<br>Price Change: -2%
BB12 7,8,North England,BB12 7<br>Price Change: 8%
BB12 8,14,North England,BB12 8<br>Price Change: 14%
BB12 9,-9,North England,BB12 9<br>Price Change: -9%
BB18 5,5,North England,BB18 5<br>Price Change: 5%
BB18 6,-1,North England,BB18 6<br>Price Change: -1%
BB2 1,-16,North England,BB2 1<br>Price Change: -16%
BB2 2,14,North England,BB2 2<br>Price Change: 14%
BB2 3,7,North England,BB2 3<br>Price Change: 7%
BB2 4,4,North England,BB2 4<br>Price Change: 4%
BB2 5,1,North England,BB2 5<br>Price Change: 1%
BB2 6,-15,North England,BB2 6<br>Price Change: -15%
BB2 7,-7,North England,BB2 7<br>Price Change: -7%
BB3 0,6,North England,BB3 0<br>Price Change: 6%
BB3 1,-11,North England,BB3 1<br>Price Change: -11%
BB3 2,10,North England,BB3 2<br>Price Change: 10%
BB3 3,2,North England,BB3 3<br>Price Change: 2%
BB4 4,5,North England,BB4 4<br>Price Change: 5%
BB4 5,3,North England,BB4 5<br>Price Change: 3%
BB4 6,-4,North England,BB4 6<br>Price Change: -4%
BB4 7,16,North England,BB4 7<br>Price Change: 16%
BB4 8,-14,North England,BB4 8<br>Price Change: -14%
BB4 9,15,North England,BB4 9<br>Price Change: 15%
BB5 0,-13,North England,BB5 0<br>Price Change: -13%
BB5 1,-23,North England,BB5 1<br>Price Change: -23%
BB5 2,4,North England,BB5 2<br>Price Change: 4%
BB5 3,-10,North England,BB5 3<br>Price Change: -10%
BB5 4,-3,North England,BB5 4<br>Price Change: -3%
BB5 5,12,North England,BB5 5<br>Price Change: 12%
BB5 6,10,North England,BB5 6<br>Price Change: 10%
BB6 7,15,North England,BB6 7<br>Price Change: 15%
BB6 8,17,North England,BB6 8<br>Price Change: 17%
BB7 1,-12,North England,BB7 1<br>Price Change: -12%
BB7 2,-1,North England,BB7 2<br>Price Change: -1%
BB7 3,24,North England,BB7 3<br>Price Change: 24%
BB7 4,-15,North England,BB7 4<br>Price Change: -15%
BB7 9,-8,North England,BB7 9<br>Price Change: -8%
BB8 0,4,North England,BB8 0<br>Price Change: 4%
BB8 7,-4,North England,BB8 7<br>Price Change: -4%
BB8 8,-8,North England,BB8 8<br>Price Change: -8%
BB8 9,-9,North England,BB8 9<br>Price Change: -9%
BB9 0,8,North England,BB9 0<br>Price Change: 8%
BB9 5,5,North England,BB9 5<br>Price Change: 5%
BB9 6,22,North England,BB9 6<br>Price Change: 22%
BB9 7,0,North England,BB9 7<br>Price Change: 0%
BB9 8,7,North England,BB9 8<br>Price Change: 7%
BB9 9,11,North England,BB9 9<br>Price Change: 11%
BD1 2,-39,North England,BD1 2<br>Price Change: -39%
BD1 3,-17,North England,BD1 3<br>Price Change: -17%
BD1 4,37,North England,BD1 4<br>Price Change: 37%
BD1 5,-52,North England,BD1 5<br>Price Change: -52%
BD10 0,-4,North England,BD10 0<br>Price Change: -4%
BD10 8,12,North England,BD10 8<br>Price Change: 12%
BD10 9,-18,North England,BD10 9<br>Price Change: -18%
BD11 1,4,North England,BD11 1<br>Price Change: 4%
BD11 2,-19,North England,BD11 2<br>Price Change: -19%
BD12 0,-22,North England,BD12 0<br>Price Change: -22%
BD12 7,3,North England,BD12 7<br>Price Change: 3%
BD12 8,-3,North England,BD12 8<br>Price Change: -3%
BD12 9,6,North England,BD12 9<br>Price Change: 6%
BD13 1,-15,North England,BD13 1<br>Price Change: -15%
BD13 2,20,North England,BD13 2<br>Price Change: 20%
BD13 3,5,North England,BD13 3<br>Price Change: 5%
BD13 4,-7,North England,BD13 4<br>Price Change: -7%
BD13 5,-14,North England,BD13 5<br>Price Change: -14%
BD14 6,12,North England,BD14 6<br>Price Change: 12%
BD15 0,-3,North England,BD15 0<br>Price Change: -3%
BD15 7,0,North England,BD15 7<br>Price Change: 0%
BD15 8,-20,North England,BD15 8<br>Price Change: -20%
BD15 9,7,North England,BD15 9<br>Price Change: 7%
BD16 1,-10,North England,BD16 1<br>Price Change: -10%
BD16 2,15,North England,BD16 2<br>Price Change: 15%
BD16 3,-3,North England,BD16 3<br>Price Change: -3%
BD16 4,-4,North England,BD16 4<br>Price Change: -4%
BD17 5,-5,North England,BD17 5<br>Price Change: -5%
BD17 6,4,North England,BD17 6<br>Price Change: 4%
BD17 7,6,North England,BD17 7<br>Price Change: 6%
BD18 1,-1,North England,BD18 1<br>Price Change: -1%
BD18 2,3,North England,BD18 2<br>Price Change: 3%
BD18 3,9,North England,BD18 3<br>Price Change: 9%
BD18 4,5,North England,BD18 4<br>Price Change: 5%
BD19 3,-3,North England,BD19 3<br>Price Change: -3%
BD19 4,15,North England,BD19 4<br>Price Change: 15%
BD19 5,-2,North England,BD19 5<br>Price Change: -2%
BD19 6,22,North England,BD19 6<br>Price Change: 22%
BD2 1,1,North England,BD2 1<br>Price Change: 1%
BD2 2,13,North England,BD2 2<br>Price Change: 13%
BD2 3,2,North England,BD2 3<br>Price Change: 2%
BD2 4,9,North England,BD2 4<br>Price Change: 9%
BD20 0,-11,North England,BD20 0<br>Price Change: -11%
BD20 5,-10,North England,BD20 5<br>Price Change: -10%
BD20 6,-2,North England,BD20 6<br>Price Change: -2%
BD20 7,-3,North England,BD20 7<br>Price Change: -3%
BD20 8,21,North England,BD20 8<br>Price Change: 21%
BD20 9,15,North England,BD20 9<br>Price Change: 15%
BD21 1,-15,North England,BD21 1<br>Price Change: -15%
BD21 2,-16,North England,BD21 2<br>Price Change: -16%
BD21 3,-5,North England,BD21 3<br>Price Change: -5%
BD21 4,-11,North England,BD21 4<br>Price Change: -11%
BD21 5,65,North England,BD21 5<br>Price Change: 65%
BD22 0,-4,North England,BD22 0<br>Price Change: -4%
BD22 6,-1,North England,BD22 6<br>Price Change: -1%
BD22 7,-6,North England,BD22 7<br>Price Change: -6%
BD22 8,2,North England,BD22 8<br>Price Change: 2%
BD22 9,-3,North England,BD22 9<br>Price Change: -3%
BD23 1,0,North England,BD23 1<br>Price Change: 0%
BD23 2,-3,North England,BD23 2<br>Price Change: -3%
BD23 3,21,North England,BD23 3<br>Price Change: 21%
BD23 4,15,North England,BD23 4<br>Price Change: 15%
BD23 5,0,North England,BD23 5<br>Price Change: 0%
BD23 6,-1,North England,BD23 6<br>Price Change: -1%
BD24 0,-5,North England,BD24 0<br>Price Change: -5%
BD24 9,13,North England,BD24 9<br>Price Change: 13%
BD3 0,-4,North England,BD3 0<br>Price Change: -4%
BD3 7,-13,North England,BD3 7<br>Price Change: -13%
BD3 8,-20,North England,BD3 8<br>Price Change: -20%
BD3 9,-11,North England,BD3 9<br>Price Change: -11%
BD4 0,2,North England,BD4 0<br>Price Change: 2%
BD4 6,-7,North England,BD4 6<br>Price Change: -7%
BD4 7,0,North England,BD4 7<br>Price Change: 0%
BD4 8,-5,North England,BD4 8<br>Price Change: -5%
BD4 9,-15,North England,BD4 9<br>Price Change: -15%
BD5 0,-12,North England,BD5 0<br>Price Change: -12%
BD5 7,-6,North England,BD5 7<br>Price Change: -6%
BD5 8,15,North England,BD5 8<br>Price Change: 15%
BD5 9,-16,North England,BD5 9<br>Price Change: -16%
BD6 1,-7,North England,BD6 1<br>Price Change: -7%
BD6 2,9,North England,BD6 2<br>Price Change: 9%
BD6 3,-1,North England,BD6 3<br>Price Change: -1%
BD7 1,4,North England,BD7 1<br>Price Change: 4%
BD7 2,4,North England,BD7 2<br>Price Change: 4%
BD7 3,-8,North England,BD7 3<br>Price Change: -8%
BD7 4,-16,North England,BD7 4<br>Price Change: -16%
BD8 0,3,North England,BD8 0<br>Price Change: 3%
BD8 7,-32,North England,BD8 7<br>Price Change: -32%
BD8 8,-7,North England,BD8 8<br>Price Change: -7%
BD8 9,-9,North England,BD8 9<br>Price Change: -9%
BD9 4,2,North England,BD9 4<br>Price Change: 2%
BD9 5,-6,North England,BD9 5<br>Price Change: -6%
BD9 6,9,North England,BD9 6<br>Price Change: 9%
BH1 1,-4,South West,BH1 1<br>Price Change: -4%
BH1 2,15,South West,BH1 2<br>Price Change: 15%
BH1 3,-10,South West,BH1 3<br>Price Change: -10%
BH1 4,4,South West,BH1 4<br>Price Change: 4%
BH10 4,5,South West,BH10 4<br>Price Change: 5%
BH10 5,5,South West,BH10 5<br>Price Change: 5%
BH10 6,-5,South West,BH10 6<br>Price Change: -5%
