URN,ATT8SCR,TALLPPE_ALEV_1618,PCODE,Best Rank,Latitude,Longitude,Info,Region
136272,77.6,43.27,SS0 0BP,40,51.55236718,0.66893944,"Westcliff High School for Boys Academy<br>11-18 Boys Academy <br>GCSE: A8S 77.6, #40<br>A-level: APS 43.27, #243",South East
136521,77.6,45.54,SL3 7QS,38,51.49903295,-0.55254349,"Langley Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 77.6, #38<br>A-level: APS 45.54, #144",South East
110084,77.3,40.01,SL3 7AF,41,51.50611736,-0.57373117,"St Bernard's Catholic Grammar School<br>11-18 Mixed Maintained school <br>GCSE: A8S 77.3, #41<br>A-level: APS 40.01, #418",South East
136417,77.2,,TN9 2JR,42,51.18461274,0.27447319,"Tonbridge Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 77.2, #42",South East
136306,77.2,44.05,GL2 0LF,43,51.87361032,-2.20537976,"Sir Thomas Rich's School<br>11-18 Boys Academy <br>GCSE: A8S 77.2, #43<br>A-level: APS 44.05, #205",South West
137988,77.1,44.36,B74 2NH,44,52.56903304,-1.82198829,"Bishop Vesey's Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 77.1, #44<br>A-level: APS 44.36, #195",Midlands
136391,77.0,39.47,SP1 3JJ,45,51.07970073,-1.79918687,"South Wilts Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 77.0, #45<br>A-level: APS 39.47, #463",South West
136874,76.9,41.62,GL5 4HF,46,51.74611918,-2.23258147,"Stroud High School<br>11-18 Girls Academy <br>GCSE: A8S 76.9, #46<br>A-level: APS 41.62, #322",South West
138134,76.2,44.54,WA15 0HE,47,53.370549,-2.31973994,"Saint Ambrose College<br>11-18 Boys Academy <br>GCSE: A8S 76.2, #47<br>A-level: APS 44.54, #184",North England
136498,76.1,45.32,M33 3NH,48,53.41812914,-2.31502854,"Sale Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 76.1, #48<br>A-level: APS 45.32, #154",North England
137046,75.9,43.4,B32 4BT,49,52.43211424,-1.99930252,"King Edward VI Five Ways School<br>11-18 Mixed Academy <br>GCSE: A8S 75.9, #49<br>A-level: APS 43.4, #235",Midlands
140893,75.9,43.9,HP9 1RR,50,51.60392732,-0.64374798,"Beaconsfield High School<br>11-18 Girls Academy <br>GCSE: A8S 75.9, #50<br>A-level: APS 43.9, #210",South East
137726,75.8,41.68,SL1 3BW,51,51.51981368,-0.61126863,"Herschel Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 75.8, #51<br>A-level: APS 41.68, #319",South East
137045,75.7,47.01,B14 7QJ,52,52.43110283,-1.90227547,"King Edward VI Camp Hill School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 75.7, #52<br>A-level: APS 47.01, #107",Midlands
102850,75.7,41.23,IG6 2JB,53,51.59191029,0.07701468,"Ilford County High School<br>11-18 Boys Maintained school <br>GCSE: A8S 75.7, #53<br>A-level: APS 41.23, #343",Greater London
136490,75.6,40.74,SS0 0BS,54,51.55241268,0.66773028,"Westcliff High School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 75.6, #54<br>A-level: APS 40.74, #371",South East
137423,75.6,41.22,DA15 9AG,55,51.43579327,0.10780834,"Chislehurst and Sidcup Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 75.6, #55<br>A-level: APS 41.22, #345",Greater London
144100,75.5,39.77,DA1 2NT,56,51.44340399,0.20398716,"Dartford Grammar School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 75.5, #56<br>A-level: APS 39.77, #437",Greater London
140798,75.4,43.02,WV6 0BY,58,52.59098927,-2.15597787,"Wolverhampton Girls' High School<br>11-18 Girls Academy <br>GCSE: A8S 75.4, #58<br>A-level: APS 43.02, #249",Midlands
102950,75.4,48.05,SW13 9QN,57,51.48165083,-0.24621877,"The Harrodian School<br>4-18 Mixed Independent school <br>GCSE: A8S 75.4, #57<br>A-level: APS 48.05, #76",Greater London
136516,75.3,41.84,TF10 7HL,59,52.76323276,-2.38121714,"Newport Girls' High School Academy<br>11-18 Girls Academy <br>GCSE: A8S 75.3, #59<br>A-level: APS 41.84, #309",Midlands
141277,75.1,40.5,CV21 3AG,60,52.37129052,-1.25512802,"Lawrence Sheriff School<br>11-18 Boys Academy <br>GCSE: A8S 75.1, #60<br>A-level: APS 40.5, #386",Midlands
137769,75.0,40.64,DA6 7AB,61,51.45023224,0.13977771,"Townley Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 75.0, #61<br>A-level: APS 40.64, #374",Greater London
136444,75.0,41.64,SS2 4UZ,62,51.54203578,0.7448068,"Southend High School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 75.0, #62<br>A-level: APS 41.64, #320",South East
136595,74.9,40.31,CV22 7RE,63,52.35247938,-1.28664486,"Rugby High School<br>11-18 Girls Academy <br>GCSE: A8S 74.9, #63<br>A-level: APS 40.31, #398",Midlands
136369,74.7,,DA16 2BL,64,51.45649919,0.10707869,"Bexley Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 74.7, #64",Greater London
136884,74.5,41.43,HP21 7RP,65,51.81399176,-0.80144858,"Aylesbury Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 74.5, #65<br>A-level: APS 41.43, #331",South East
139182,74.5,34.84,HX3 0HG,66,53.71166288,-1.87813776,"The Crossley Heath School<br>11-18 Mixed Academy <br>GCSE: A8S 74.5, #66<br>A-level: APS 34.84, #1,080",North England
106368,74.4,41.01,M32 8JB,68,53.44370913,-2.2982655,"Stretford Grammar School<br>11-18 Mixed Maintained school <br>GCSE: A8S 74.4, #68<br>A-level: APS 41.01, #352",North England
136390,74.4,38.1,BB7 2DJ,67,53.87468381,-2.38850796,"Clitheroe Royal Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 74.4, #67<br>A-level: APS 38.1, #616",North England
136846,74.3,43.01,HP21 7SX,69,51.81210215,-0.802195,"Aylesbury High School<br>11-18 Girls Academy <br>GCSE: A8S 74.3, #69<br>A-level: APS 43.01, #250",South East
137047,74.2,40.81,B21 9AR,70,52.50258916,-1.92331703,"King Edward VI Handsworth School<br>11-18 Girls Academy <br>GCSE: A8S 74.2, #70<br>A-level: APS 40.81, #366",Midlands
137452,74.2,40.24,BH8 9PY,71,50.74860256,-1.85843772,"Bournemouth School<br>11-18 Boys Academy <br>GCSE: A8S 74.2, #71<br>A-level: APS 40.24, #403",South West
136773,74.2,40.93,WS1 2PG,72,52.57776515,-1.96682205,"Queen Mary's Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 74.2, #72<br>A-level: APS 40.93, #357",Midlands
136742,74.1,42.25,LA1 3EF,73,54.04720009,-2.79011962,"Lancaster Royal Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 74.1, #73<br>A-level: APS 42.25, #285",North England
137091,74.0,46.29,HP5 1BA,74,51.70883901,-0.60019975,"Chesham Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 74.0, #74<br>A-level: APS 46.29, #127",South East
137123,73.9,38.34,GL5 4HE,78,51.74542126,-2.23537335,"Marling School<br>11-18 Boys Academy <br>GCSE: A8S 73.9, #78<br>A-level: APS 38.34, #585",South West
136419,73.9,47.41,HP6 5HA,77,51.6762398,-0.60979659,"Dr Challoner's Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 73.9, #77<br>A-level: APS 47.41, #93",South East
136484,73.9,46.22,HP13 6QT,76,51.64111612,-0.73877141,"The Royal Grammar School, High Wycombe<br>11-18 Boys Academy <br>GCSE: A8S 73.9, #76<br>A-level: APS 46.22, #129",South East
136723,73.9,42.22,HP11 1TB,75,51.61909059,-0.76200241,"Wycombe High School<br>11-18 Girls Academy <br>GCSE: A8S 73.9, #75<br>A-level: APS 42.22, #290",South East
136588,73.8,38.82,PL2 3DL,80,50.39273252,-4.15169026,"Devonport High School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 73.8, #80<br>A-level: APS 38.82, #531",South West
136443,73.8,40.79,SS0 0RG,79,51.55383169,0.69535438,"Southend High School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 73.8, #79<br>A-level: APS 40.79, #368",South East
138464,73.7,43.63,WA14 4AH,81,53.38827592,-2.35725214,"Loreto Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 73.7, #81<br>A-level: APS 43.63, #224",North England
136622,73.7,39.05,B49 5ED,82,52.21819671,-1.87471004,"Alcester Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 73.7, #82<br>A-level: APS 39.05, #504",Midlands
105592,73.7,46.1,M14 6HS,83,53.4472355,-2.22256939,"Manchester High School for Girls<br>4-18 Girls Independent school <br>GCSE: A8S 73.7, #83<br>A-level: APS 46.1, #130",North England
136777,73.5,38.75,WS4 2AE,84,52.58975982,-1.97587643,"Queen Mary's High School<br>11-18 Girls Academy <br>GCSE: A8S 73.5, #84<br>A-level: APS 38.75, #542",Midlands
137344,73.5,45.65,MK18 1AX,85,51.99349619,-0.98613819,"Royal Latin School<br>11-18 Mixed Academy <br>GCSE: A8S 73.5, #85<br>A-level: APS 45.65, #141",South East
118789,73.4,42.27,TN4 9UJ,86,51.14478819,0.25830162,"Tunbridge Wells Girls' Grammar School<br>11-18 Girls Maintained school <br>GCSE: A8S 73.4, #86<br>A-level: APS 42.27, #283",South East
136381,73.4,41.25,LA1 1SF,87,54.04572849,-2.80331764,"Lancaster Girls' Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 73.4, #87<br>A-level: APS 41.25, #340",North England
150261,73.3,39.55,BB4 7BJ,88,53.69344769,-2.24740191,"Bacup and Rawtenstall Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 73.3, #88<br>A-level: APS 39.55, #456",North England
136845,73.2,41.46,HP21 8PE,89,51.81341036,-0.82403689,"Sir Henry Floyd Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 73.2, #89<br>A-level: APS 41.46, #330",South East
136500,73.1,43.63,SP1 2ED,90,51.06579111,-1.79470922,"Bishop Wordsworth's Church of England Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 73.1, #90<br>A-level: APS 43.63, #225",South West
102453,73.0,48.11,HA6 3AS,73,51.61359082,-0.422521,"St Helen's School<br>3-18 Girls Independent school <br>GCSE: A8S 73.0, #91<br>A-level: APS 48.11, #73",Greater London
136554,72.9,48.08,EN6 2DU,75,51.6907827,-0.20717022,"Dame Alice Owen's School<br>11-18 Mixed Academy <br>GCSE: A8S 72.9, #92<br>A-level: APS 48.08, #75",Greater London
136666,72.9,37.31,GL1 3JN,93,51.87286937,-2.23628611,"Denmark Road High School<br>11-18 Girls Academy <br>GCSE: A8S 72.9, #93<br>A-level: APS 37.31, #722",South West
137166,72.7,43.0,NG31 6RP,95,52.91595936,-0.64168834,"The King's School, Grantham<br>11-18 Boys Academy <br>GCSE: A8S 72.7, #95<br>A-level: APS 43.0, #251",Midlands
136578,72.7,40.18,GL2 5AE,94,51.83961632,-2.25111999,"The Crypt School<br>11-18 Mixed Academy <br>GCSE: A8S 72.7, #94<br>A-level: APS 40.18, #407",South West
136781,72.4,44.75,SL7 2BR,96,51.57022745,-0.78161249,"Sir William Borlase's Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 72.4, #96<br>A-level: APS 44.75, #173",South East
136771,72.3,42.23,HP11 1SZ,97,51.61709389,-0.76451226,"John Hampden Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 72.3, #97<br>A-level: APS 42.23, #288",South East
141565,72.3,40.55,BB2 7AD,98,53.75412738,-2.51314854,"Tauheedul Islam Girls' High School<br>11-18 Girls Academy <br>GCSE: A8S 72.3, #98<br>A-level: APS 40.55, #381",North England
136996,72.2,37.54,BH8 9UJ,99,50.750772,-1.85281807,"Bournemouth School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 72.2, #99<br>A-level: APS 37.54, #691",South West
143562,72.0,40.53,B21 9ET,100,52.50476187,-1.93334582,"King Edward VI Handsworth Grammar School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 72.0, #100<br>A-level: APS 40.53, #383",Midlands
116543,71.9,37.56,GU14 6PA,101,51.27999644,-0.7432956,"Salesian College<br>11-18 Mixed Independent school <br>GCSE: A8S 71.9, #101<br>A-level: APS 37.56, #689",South East
110152,71.9,43.94,SL5 7PS,102,51.40357543,-0.65092032,"The Marist School<br>2-18 Mixed Independent school <br>GCSE: A8S 71.9, #102<br>A-level: APS 43.94, #208",South East
137446,71.8,41.26,TF10 7BD,104,52.76930779,-2.38180389,"Haberdashers' Adams<br>11-18 Mixed Academy <br>GCSE: A8S 71.8, #104<br>A-level: APS 41.26, #338",Midlands
123313,71.8,46.71,OX14 1BE,103,51.67638812,-1.29659882,"St Helen and St Katharine<br>9-18 Girls Independent school <br>GCSE: A8S 71.8, #103<br>A-level: APS 46.71, #114",South East
136297,71.7,41.29,M41 5UG,105,53.45056418,-2.36104248,"Urmston Grammar Academy<br>11-18 Mixed Academy <br>GCSE: A8S 71.7, #105<br>A-level: APS 41.29, #335",North England
136334,71.6,36.47,DA5 1NE,106,51.44655975,0.15077366,"Beths Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 71.6, #106<br>A-level: APS 36.47, #840",Greater London
137243,71.3,39.32,CH48 5DP,107,53.37804675,-3.18509296,"West Kirby Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 71.3, #107<br>A-level: APS 39.32, #477",North England
136388,71.2,42.95,TQ5 0LN,108,50.39599503,-3.55863613,"Churston Ferrers Grammar School Academy<br>11-18 Mixed Academy <br>GCSE: A8S 71.2, #108<br>A-level: APS 42.95, #252",South West
137043,71.2,38.38,B6 6DJ,109,52.50367337,-1.88563139,"King Edward VI Aston School<br>11-18 Boys Academy <br>GCSE: A8S 71.2, #109<br>A-level: APS 38.38, #580",Midlands
121694,70.9,44.51,HG4 2DG,110,54.13917202,-1.53911345,"Ripon Grammar School<br>11-18 Mixed Maintained school <br>GCSE: A8S 70.9, #110<br>A-level: APS 44.51, #185",North England
136321,70.8,35.57,TQ2 7EL,113,50.47612568,-3.55704171,"Torquay Boys' Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 70.8, #113<br>A-level: APS 35.57, #963",South West
136582,70.8,43.33,ME14 5DS,114,51.27456845,0.53687496,"Invicta Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 70.8, #114<br>A-level: APS 43.33, #239",South East
136379,70.8,39.97,TN24 8UD,112,51.15421981,0.86406704,"Highworth Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 70.8, #112<br>A-level: APS 39.97, #422",South East
140595,70.8,42.67,TN4 9PG,111,51.14289924,0.26111181,"The Skinners' School<br>11-18 Boys Academy <br>GCSE: A8S 70.8, #111<br>A-level: APS 42.67, #267",South East
115387,70.5,41.62,CM3 3HS,115,51.76422074,0.51145172,"New Hall School<br>1-19 Mixed Independent school <br>GCSE: A8S 70.5, #115<br>A-level: APS 41.62, #321",South East
136850,70.2,40.02,BH17 9JU,116,50.75461317,-1.9801657,"Poole Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 70.2, #116<br>A-level: APS 40.02, #417",South West
137564,70.1,40.84,SL1 7HG,117,51.5323939,-0.65211891,"Burnham Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 70.1, #117<br>A-level: APS 40.84, #364",South East
136455,70.0,40.06,TN9 2JP,118,51.18393477,0.28065043,"Weald of Kent Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 70.0, #118<br>A-level: APS 40.06, #414",South East
110155,69.9,,RG2 9BL,119,51.42270303,-0.94876427,"Crosfields School<br>3-16 Mixed Independent school <br>GCSE: A8S 69.9, #119",South East
102452,69.9,42.83,HA6 2YE,120,51.60985987,-0.42796514,"Northwood College for Girls GDST<br>3-19 Girls Independent school <br>GCSE: A8S 69.9, #120<br>A-level: APS 42.83, #260",Greater London
122936,69.8,44.09,NG1 4JB,123,52.96267125,-1.15638992,"Nottingham Girls' High School GDST<br>3-19 Girls Independent school <br>GCSE: A8S 69.8, #123<br>A-level: APS 44.09, #202",Midlands
111767,69.8,,TS20 1DX,121,54.5932116,-1.31325768,"Red House School<br>3-17 Mixed Independent school <br>GCSE: A8S 69.8, #121",North England
136350,69.8,39.28,LN7 6QJ,122,53.49659248,-0.32025571,"Caistor Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 69.8, #122<br>A-level: APS 39.28, #479",Midlands
136664,69.7,37.86,BD23 1QL,124,53.96382203,-2.02734271,"Skipton Girls' High School<br>11-18 Girls Academy <br>GCSE: A8S 69.7, #124<br>A-level: APS 37.86, #649",North England
136662,69.5,42.32,ME1 3EL,125,51.37026378,0.49868408,"Sir Joseph Williamson's Mathematical School<br>11-18 Boys Academy <br>GCSE: A8S 69.5, #125<br>A-level: APS 42.32, #279",South East
137171,69.3,42.27,CH63 3AF,126,53.34848341,-3.01408459,"Wirral Grammar School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 69.3, #126<br>A-level: APS 42.27, #284",North England
136496,69.3,37.7,PL1 5QP,127,50.37416972,-4.16176428,"Devonport High School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 69.3, #127<br>A-level: APS 37.7, #670",South West
136750,69.2,46.41,W6 9LP,121,51.49252302,-0.23782091,"West London Free School<br>11-18 Mixed Academy <br>GCSE: A8S 69.2, #128<br>A-level: APS 46.41, #121",Greater London
136276,68.9,39.56,WD18 7JF,129,51.65503408,-0.41430146,"Watford Grammar School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 68.9, #129<br>A-level: APS 39.56, #455",Greater London
136727,68.9,38.5,ME16 8AH,130,51.26966625,0.49844093,"Oakwood Park Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 68.9, #130<br>A-level: APS 38.5, #564",South East
117600,68.8,,HP3 8RP,132,51.72918402,-0.44330485,"Abbot's Hill School<br>0-16 Mixed Independent school <br>GCSE: A8S 68.8, #132",South East
138638,68.8,40.29,NG31 9AU,131,52.91320471,-0.63430876,"Kesteven and Grantham Girls' School<br>11-18 Girls Academy <br>GCSE: A8S 68.8, #131<br>A-level: APS 40.29, #400",Midlands
125334,68.6,45.05,KT10 9LY,133,51.35824372,-0.37072389,"Claremont Fan Court School<br>2-18 Mixed Independent school <br>GCSE: A8S 68.6, #133<br>A-level: APS 45.05, #161",Greater London
136506,68.6,40.86,TQ2 7DY,134,50.4770274,-3.55350547,"Torquay Girls' Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 68.6, #134<br>A-level: APS 40.86, #362",South West
137793,68.6,39.35,PE10 9JE,135,52.76235281,-0.37362257,"Bourne Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 68.6, #135<br>A-level: APS 39.35, #474",Midlands
136788,68.5,40.33,HX2 9SU,136,53.7556639,-1.88278863,"The North Halifax Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 68.5, #136<br>A-level: APS 40.33, #395",North England
136368,68.5,41.78,BH17 7EP,137,50.74586428,-1.98681686,"Parkstone Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 68.5, #137<br>A-level: APS 41.78, #315",South West
118835,68.4,38.67,ME15 7BT,138,51.2653671,0.53109361,"Maidstone Grammar School<br>11-18 Boys Maintained school <br>GCSE: A8S 68.4, #138<br>A-level: APS 38.67, #553",South East
136313,68.4,,ME1 3BY,139,51.3714392,0.50091782,"The Rochester Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 68.4, #139",South East
136289,68.2,39.47,WD18 0AE,141,51.65237951,-0.39761053,"Watford Grammar School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 68.2, #141<br>A-level: APS 39.47, #464",Greater London
138245,68.2,,SE18 4LH,140,51.47195911,0.05278465,"Ark Greenwich Free School<br>11-18 Mixed Academy <br>GCSE: A8S 68.2, #140",Greater London
139144,68.1,38.31,CH48 8GG,142,53.36760601,-3.16263514,"Calday Grange Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 68.1, #142<br>A-level: APS 38.31, #589",North England
111478,68.1,36.21,SK9 7QE,143,53.30511337,-2.23824551,"Alderley Edge School for Girls<br>2-18 Girls Independent school <br>GCSE: A8S 68.1, #143<br>A-level: APS 36.21, #874",North England
