URN,ATT8SCR,TALLPPE_ALEV_1618,PCODE,Best Rank,Latitude,Longitude,Info,Region
135074,69.3,35.91,NG10 4HR,126,52.90655694,-1.2821959,"OneSchool Global Uk Nottingham Campus<br>7-18 Mixed Independent school <br>GCSE: A8S 69.3, #126<br>A-level: APS 35.91, #653",Midlands
137793,69.3,35.43,PE10 9JE,125,52.76235281,-0.37362257,"Bourne Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 69.3, #125<br>A-level: APS 35.43, #713",Midlands
124489,68.5,37.21,ST18 9AT,134,52.78319496,-2.12788983,"Stafford Grammar School<br>4-18 Mixed Independent school <br>GCSE: A8S 68.5, #134<br>A-level: APS 37.21, #517",Midlands
113017,67.1,39.36,DE23 3DT,152,52.90405178,-1.5158839,"Derby High School<br>3-18 Mixed Independent school <br>GCSE: A8S 67.1, #152<br>A-level: APS 39.36, #366",Midlands
107163,66.9,39.28,S10 3DH,153,53.37452847,-1.50478463,"Birkdale School<br>4-18 Mixed Independent school <br>GCSE: A8S 66.9, #153<br>A-level: APS 39.28, #370",Midlands
138665,66.4,34.39,LN9 5AD,159,53.2097585,-0.12212369,"Queen Elizabeth's Grammar School, Horncastle<br>11-18 Mixed Academy <br>GCSE: A8S 66.4, #159<br>A-level: APS 34.39, #856",Midlands
104266,65.6,,WS1 2QG,165,52.5880684,-1.97004695,"Hydesville Tower School<br>2-16 Mixed Independent school <br>GCSE: A8S 65.6, #165",Midlands
136315,64.9,37.96,LN13 9HY,179,53.25849436,0.17067481,"Queen Elizabeth's Grammar Alford - A Selective Academy<br>11-18 Mixed Academy <br>GCSE: A8S 64.9, #179<br>A-level: APS 37.96, #453",Midlands
137166,64.9,37.82,NG31 6RP,180,52.91595936,-0.64168834,"The King's School, Grantham<br>11-18 Boys Academy <br>GCSE: A8S 64.9, #180<br>A-level: APS 37.82, #473",Midlands
141969,64.4,,B42 2SY,184,52.50500065,-1.89169765,"Eden Boys' School, Birmingham<br>11-18 Boys Academy <br>GCSE: A8S 64.4, #184",Midlands
137667,64.0,35.73,NG34 7RS,192,52.99676461,-0.41124813,"Kesteven and Sleaford High School Selective Academy<br>11-18 Girls Academy <br>GCSE: A8S 64.0, #192<br>A-level: APS 35.73, #675",Midlands
120642,63.8,36.04,PE11 2PJ,195,52.7831616,-0.14247653,"Spalding High School<br>11-18 Girls Maintained school <br>GCSE: A8S 63.8, #195<br>A-level: APS 36.04, #642",Midlands
121245,63.0,41.51,IP24 3AF,202,52.41356389,0.74485477,"Thetford Grammar School<br>3-19 Mixed Independent school <br>GCSE: A8S 63.0, #202<br>A-level: APS 41.51, #238",Midlands
136398,63.0,40.38,PE1 2UE,204,52.5817148,-0.23870644,"The King's (The Cathedral) School<br>7-18 Mixed Academy <br>GCSE: A8S 63.0, #204<br>A-level: APS 40.38, #305",Midlands
120655,62.9,35.03,DN21 2ST,205,53.41180452,-0.77781531,"The Queen Elizabeth's High School, Gainsborough<br>11-18 Mixed Maintained school <br>GCSE: A8S 62.9, #205<br>A-level: APS 35.03, #772",Midlands
142262,62.7,37.41,LN11 9LL,212,53.36412826,-0.00955098,"King Edward VI Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 62.7, #212<br>A-level: APS 37.41, #503",Midlands
136887,62.2,,CB4 3NY,226,52.21739718,0.12042202,"Chesterton Community College<br>11-16 Mixed Academy <br>GCSE: A8S 62.2, #226",Midlands
136628,62.2,36.46,NG2 7FA,224,52.91925891,-1.13980142,"The West Bridgford School<br>11-18 Mixed Academy <br>GCSE: A8S 62.2, #224<br>A-level: APS 36.46, #589",Midlands
123627,61.8,34.12,TF3 4NW,240,52.67746844,-2.45820815,"Thomas Telford School<br>11-18 Mixed Independent school <br>GCSE: A8S 61.8, #240<br>A-level: APS 34.12, #890",Midlands
134809,61.6,,LE5 4PP,245,52.63604489,-1.09065654,"Al-Aqsa Schools Trust<br>3-16 Mixed Independent school <br>GCSE: A8S 61.6, #245",Midlands
136310,60.9,37.33,B91 3PD,268,52.40455902,-1.79301666,"Tudor Grange Academy, Solihull<br>11-18 Mixed Academy <br>GCSE: A8S 60.9, #268<br>A-level: APS 37.33, #510",Midlands
136463,60.8,36.24,CB23 7DU,269,52.18482308,0.01079388,"Comberton Village College<br>11-18 Mixed Academy <br>GCSE: A8S 60.8, #269<br>A-level: APS 36.24, #613",Midlands
120331,60.8,39.39,CV9 3PL,272,52.64086913,-1.50441056,"Twycross House School<br>8-18 Mixed Independent school <br>GCSE: A8S 60.8, #272<br>A-level: APS 39.39, #364",Midlands
136460,60.7,33.8,ST4 5NT,274,52.98788551,-2.19874848,"St Joseph's College<br>11-18 Mixed Academy <br>GCSE: A8S 60.7, #274<br>A-level: APS 33.8, #934",Midlands
137086,60.6,34.93,NN15 6BJ,276,52.38565621,-0.72736562,"Bishop Stopford School<br>11-18 Mixed Academy <br>GCSE: A8S 60.6, #276<br>A-level: APS 34.93, #793",Midlands
110916,60.5,37.63,CB7 4DB,283,52.39710623,0.26172751,"The King's School Ely<br>1-18 Mixed Independent school <br>GCSE: A8S 60.5, #283<br>A-level: APS 37.63, #486",Midlands
122151,60.4,28.25,NN6 9AX,288,52.30263959,-0.89094163,"Pitsford School<br>3-18 Mixed Independent school <br>GCSE: A8S 60.4, #288<br>A-level: APS 28.25, #1,847",Midlands
137924,60.1,,CB1 3TD,296,52.19053885,0.16247974,"St Bede's Inter-Church School<br>11-16 Mixed Academy <br>GCSE: A8S 60.1, #296",Midlands
135907,60.0,23.6,B7 4QR,301,52.4885861,-1.87484617,"Heartlands Academy<br>11-18 Mixed Academy <br>GCSE: A8S 60.0, #301<br>A-level: APS 23.6, #2,347",Midlands
136123,59.9,,B10 0BP,302,52.47003345,-1.86905409,"Hazrat Khadijatul Kubra Girls School<br>11-16 Girls Independent school <br>GCSE: A8S 59.9, #302",Midlands
124474,59.6,32.03,WS13 7LH,315,52.68627273,-1.83035902,"Lichfield Cathedral School<br>2-18 Mixed Independent school <br>GCSE: A8S 59.6, #315<br>A-level: APS 32.03, #1,225",Midlands
139140,59.5,26.79,PE21 9PF,318,52.98855176,-0.01052646,"Boston High School<br>11-18 Girls Academy <br>GCSE: A8S 59.5, #318<br>A-level: APS 26.79, #2,037",Midlands
103531,59.5,36.18,B16 9SL,320,52.47557528,-1.94075101,"St Paul's School for Girls<br>11-18 Girls Maintained school <br>GCSE: A8S 59.5, #320<br>A-level: APS 36.18, #621",Midlands
136505,59.5,35.37,DE56 4GS,321,52.98581443,-1.49101923,"The Ecclesbourne School<br>11-18 Mixed Academy <br>GCSE: A8S 59.5, #321<br>A-level: APS 35.37, #720",Midlands
136636,59.3,,CB1 1EH,327,52.20444643,0.1285425,"Parkside Community College<br>11-19 Mixed Academy <br>GCSE: A8S 59.3, #327",Midlands
139304,59.2,37.52,PE11 2XH,329,52.78358369,-0.15338723,"Spalding Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 59.2, #329<br>A-level: APS 37.52, #491",Midlands
139167,59.0,37.93,S11 9QH,341,53.35174777,-1.53070746,"Silverdale School<br>11-18 Mixed Academy <br>GCSE: A8S 59.0, #341<br>A-level: APS 37.93, #460",Midlands
136776,58.9,38.19,CB11 4UH,344,52.01714789,0.23152422,"Saffron Walden County High School<br>11-18 Mixed Academy <br>GCSE: A8S 58.9, #344<br>A-level: APS 38.19, #432",Midlands
115409,58.8,,CO3 3HD,348,51.88661387,0.89036946,"Colchester High School<br>2-18 Mixed Independent school <br>GCSE: A8S 58.8, #348",Midlands
110910,58.8,43.22,PE3 6AP,171,52.57385825,-0.26010944,"The Peterborough School<br>4-20 Mixed Independent school <br>GCSE: A8S 58.8, #349<br>A-level: APS 43.22, #171",Midlands
125775,58.7,34.19,CV32 5RD,355,52.29429186,-1.5379004,"The Kingsley School<br>2-19 Girls Independent school <br>GCSE: A8S 58.7, #355<br>A-level: APS 34.19, #883",Midlands
125747,58.6,38.17,CV8 2DA,359,52.34609767,-1.55989356,"Kenilworth School and Sixth Form<br>11-19 Mixed Maintained school <br>GCSE: A8S 58.6, #359<br>A-level: APS 38.17, #436",Midlands
136333,58.6,33.0,B93 0PT,361,52.3852031,-1.73828789,"Arden<br>11-18 Mixed Academy <br>GCSE: A8S 58.6, #361<br>A-level: APS 33.0, #1,055",Midlands
124889,58.6,37.89,IP9 2RX,366,51.97226133,1.14968209,"Royal Hospital School<br>11-18 Mixed Independent school <br>GCSE: A8S 58.6, #366<br>A-level: APS 37.89, #466",Midlands
122137,58.5,,NN5 4UX,367,52.23544508,-0.95212909,"Quinton House School<br>2-16 Mixed Independent school <br>GCSE: A8S 58.5, #367",Midlands
133349,58.4,,LE5 3SD,372,51.40148527,-0.19846354,"Jameah Academy<br>7-16 Girls Independent school <br>GCSE: A8S 58.4, #372",Midlands
137213,58.4,36.13,NG34 7DD,373,53.00266647,-0.41089748,"Carre's Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 58.4, #373<br>A-level: APS 36.13, #630",Midlands
136299,58.4,34.94,NN1 5RT,375,52.23923077,-0.86753781,"Northampton School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 58.4, #375<br>A-level: APS 34.94, #791",Midlands
140958,58.3,,CV1 4FS,377,52.41507545,-1.50414926,"Eden Girls' School Coventry<br>11-18 Girls Academy <br>GCSE: A8S 58.3, #377",Midlands
135565,57.7,35.21,LN5 8PW,398,53.20823476,-0.54641346,"The Priory Academy LSST<br>11-18 Mixed Academy <br>GCSE: A8S 57.7, #398<br>A-level: APS 35.21, #745",Midlands
113002,57.6,,DE45 1DP,405,53.21508491,-1.68129262,"St Anselm's School<br>2-16 Mixed Independent school <br>GCSE: A8S 57.6, #405",Midlands
136323,57.6,33.79,DE13 8AZ,403,52.76485099,-1.72075794,"John Taylor High School<br>11-18 Mixed Academy <br>GCSE: A8S 57.6, #403<br>A-level: APS 33.79, #936",Midlands
140265,57.6,28.12,CB2 0SZ,402,52.17311945,0.14186155,"Cambridge Academy for Science and Technology<br>14-19 Mixed Academy <br>GCSE: A8S 57.6, #402<br>A-level: APS 28.12, #1,865",Midlands
107162,57.6,,S10 2QT,401,53.37349698,-1.50099381,"Westbourne School<br>3-16 Mixed Independent school <br>GCSE: A8S 57.6, #401",Midlands
137826,57.6,25.71,CB24 9LX,400,52.24770759,0.11698887,"Impington Village College<br>11-18 Mixed Academy <br>GCSE: A8S 57.6, #400<br>A-level: APS 25.71, #2,154",Midlands
117020,57.5,,DY10 3QE,410,52.40676506,-2.24201174,"Heathfield Knoll<br>0-16 Mixed Independent school <br>GCSE: A8S 57.5, #410",Midlands
115394,57.4,,CO3 3RB,413,51.88830667,0.87855977,"St Mary's School for Girls<br>3-16 Girls Independent school <br>GCSE: A8S 57.4, #413",Midlands
103870,57.2,31.79,DY8 1QX,429,52.4507607,-2.14423919,"Old Swinford Hospital<br>11-18 Boys Maintained school <br>GCSE: A8S 57.2, #429<br>A-level: APS 31.79, #1,272",Midlands
141414,57.2,33.67,DY8 2XL,428,52.42227416,-2.14919048,"Hagley Catholic High School<br>11-18 Mixed Academy <br>GCSE: A8S 57.2, #428<br>A-level: APS 33.67, #953",Midlands
136416,57.2,,IP14 6BL,426,52.22387745,1.1705148,"Debenham High School<br>11-16 Mixed Academy <br>GCSE: A8S 57.2, #426",Midlands
138729,57.1,32.23,ST10 1LH,433,52.98102223,-1.99057387,"Painsley Catholic College<br>11-18 Mixed Academy <br>GCSE: A8S 57.1, #433<br>A-level: APS 32.23, #1,191",Midlands
137409,56.9,34.91,NG2 7QY,448,52.9278041,-1.15431501,"The Becket School<br>11-18 Mixed Academy <br>GCSE: A8S 56.9, #448<br>A-level: APS 34.91, #796",Midlands
135317,56.8,36.82,NN18 8LA,456,52.4674532,-0.71234957,"Brooke Weston Academy<br>11-18 Mixed Academy <br>GCSE: A8S 56.8, #456<br>A-level: APS 36.82, #562",Midlands
118124,56.8,29.71,DN34 4SY,455,53.56062384,-0.09289892,"St James' School<br>2-18 Mixed Independent school <br>GCSE: A8S 56.8, #455<br>A-level: APS 29.71, #1,637",Midlands
136775,56.8,,CB22 3BP,450,52.12647279,0.16375963,"Sawston Village College<br>11-16 Mixed Academy <br>GCSE: A8S 56.8, #450",Midlands
103576,56.7,29.65,B23 6QL,458,52.52951617,-1.836756,"Highclare School<br>2-19 Mixed Independent school <br>GCSE: A8S 56.7, #458<br>A-level: APS 29.65, #1,653",Midlands
138361,56.7,35.34,S10 3BT,464,53.3727183,-1.51713038,"Notre Dame High School<br>11-18 Mixed Academy <br>GCSE: A8S 56.7, #464<br>A-level: APS 35.34, #722",Midlands
136886,56.6,30.95,WS7 3QW,467,52.66831604,-1.93612859,"Erasmus Darwin Academy<br>11-18 Mixed Academy <br>GCSE: A8S 56.6, #467<br>A-level: APS 30.95, #1,425",Midlands
103560,56.5,29.89,B14 7EG,470,52.4330337,-1.8898132,"Bishop Challoner Catholic College<br>11-18 Mixed Maintained school <br>GCSE: A8S 56.5, #470<br>A-level: APS 29.89, #1,600",Midlands
136878,56.5,35.77,NG13 8BL,471,52.94896456,-0.95416681,"Toot Hill School<br>11-18 Mixed Academy <br>GCSE: A8S 56.5, #471<br>A-level: APS 35.77, #669",Midlands
136590,56.5,38.75,B30 1HW,401,52.42092156,-1.93476501,"Kings Norton Girls' School<br>11-18 Girls Academy <br>GCSE: A8S 56.5, #472<br>A-level: APS 38.75, #401",Midlands
129645,56.5,,LE5 5LL,473,52.62813214,-1.09987717,"Madani Girls' School<br>11-16 Girls Maintained school <br>GCSE: A8S 56.5, #473",Midlands
138108,56.4,,CV13 0JT,475,52.62473366,-1.40491856,"The Market Bosworth School<br>11-16 Mixed Academy <br>GCSE: A8S 56.4, #475",Midlands
138482,56.3,38.08,NG2 7BW,441,52.91538976,-1.1244709,"Rushcliffe School<br>11-18 Mixed Academy <br>GCSE: A8S 56.3, #484<br>A-level: APS 38.08, #441",Midlands
138069,56.1,35.07,S10 5RG,499,53.37526721,-1.520634,"Tapton School<br>11-18 Mixed Academy <br>GCSE: A8S 56.1, #499<br>A-level: APS 35.07, #766",Midlands
138586,56.1,29.85,B19 2LF,498,52.49570932,-1.90739208,"Nishkam High School<br>11-19 Mixed Academy <br>GCSE: A8S 56.1, #498<br>A-level: APS 29.85, #1,607",Midlands
122933,56.1,,DN22 0DJ,494,53.32271591,-0.82466409,"Orchard School<br>2-16 Mixed Independent school <br>GCSE: A8S 56.1, #494",Midlands
137112,56.1,30.2,NG12 2FQ,492,52.9456368,-1.03364481,"South Nottinghamshire Academy<br>11-18 Mixed Academy <br>GCSE: A8S 56.1, #492<br>A-level: APS 30.2, #1,543",Midlands
103585,39.3,50.79,B15 2UB,15,52.4508169,-1.92534881,"King Edward VI High School for Girls<br>11-18 Girls Independent school <br>GCSE: A8S 39.3, #3,027<br>A-level: APS 50.79, #15",Midlands
110923,15.2,49.55,CB2 8QF,25,52.18108516,0.13896756,"The Perse School<br>3-18 Mixed Independent school <br>GCSE: A8S 15.2, #3,878<br>A-level: APS 49.55, #25",Midlands
136083,4.2,49.39,CB2 8EB,28,52.1951915,0.13263611,"Abbey College Cambridge<br>13-21 Mixed Independent school <br>GCSE: A8S 4.2, #4,193<br>A-level: APS 49.39, #28",Midlands
110924,28.4,46.83,CB2 1HF,74,52.19713868,0.12488613,"The Stephen Perse Foundation<br>3-19 Mixed Independent school <br>GCSE: A8S 28.4, #3,672<br>A-level: APS 46.83, #74",Midlands
121242,15.9,46.21,NR1 4DD,89,52.6308482,1.29967058,"Norwich School<br>4-18 Mixed Independent school <br>GCSE: A8S 15.9, #3,860<br>A-level: APS 46.21, #89",Midlands
122915,37.4,45.18,NG7 4ED,102,52.96267434,-1.15936741,"Nottingham High School<br>4-18 Mixed Independent school <br>GCSE: A8S 37.4, #3,244<br>A-level: APS 45.18, #102",Midlands
125788,41.3,44.97,CV34 4HJ,109,52.28258175,-1.58516345,"King's High School<br>10-18 Girls Independent school <br>GCSE: A8S 41.3, #2,741<br>A-level: APS 44.97, #109",Midlands
125777,8.8,44.4,CV22 5EH,128,52.3704241,-1.26319214,"Rugby School<br>13-18 Mixed Independent school <br>GCSE: A8S 8.8, #4,009<br>A-level: APS 44.4, #128",Midlands
110914,38.1,44.37,CB2 7AD,131,52.19702294,0.12182236,"The Leys School<br>11-19 Mixed Independent school <br>GCSE: A8S 38.1, #3,169<br>A-level: APS 44.37, #131",Midlands
120333,20.1,44.09,LE11 2DU,140,52.76631294,-1.20360992,"Loughborough High School<br>11-18 Girls Independent school <br>GCSE: A8S 20.1, #3,784<br>A-level: APS 44.09, #140",Midlands
139788,29.9,44.0,B9 5SX,143,52.47600993,-1.83184659,"Waverley Studio College<br>14-19 Mixed Academy <br>GCSE: A8S 29.9, #3,638<br>A-level: APS 44.0, #143",Midlands
120334,27.8,43.82,LE8 9FL,148,52.57589123,-1.0414766,"Leicester Grammar School Trust<br>3-19 Mixed Independent school <br>GCSE: A8S 27.8, #3,687<br>A-level: APS 43.82, #148",Midlands
104124,55.7,43.8,B91 3DJ,149,52.41459695,-1.77134258,"Solihull School<br>7-19 Mixed Independent school <br>GCSE: A8S 55.7, #530<br>A-level: APS 43.8, #149",Midlands
125781,31.0,43.38,CV34 6PP,166,52.27924214,-1.57387906,"Warwick School<br>7-19 Boys Independent school <br>GCSE: A8S 31.0, #3,614<br>A-level: APS 43.38, #166",Midlands
103567,38.2,42.78,B15 3TS,186,52.46662327,-1.92836927,"Edgbaston High School for Girls<br>2-19 Girls Independent school <br>GCSE: A8S 38.2, #3,155<br>A-level: APS 42.78, #186",Midlands
110912,49.6,42.47,CB2 1LY,196,52.19492409,0.12552672,"St Mary's School<br>4-18 Girls Independent school <br>GCSE: A8S 49.6, #1,239<br>A-level: APS 42.47, #196",Midlands
120320,8.2,42.41,LE15 9QE,198,52.58806522,-0.72505669,"Uppingham School<br>13-18 Mixed Independent school <br>GCSE: A8S 8.2, #4,031<br>A-level: APS 42.41, #198",Midlands
124881,55.0,42.29,IP1 3SG,205,52.06449058,1.15156092,"Ipswich School<br>0-18 Mixed Independent school <br>GCSE: A8S 55.0, #580<br>A-level: APS 42.29, #205",Midlands
122129,13.4,42.04,PE8 4GH,216,52.48218936,-0.46923384,"Oundle School<br>10-18 Mixed Independent school <br>GCSE: A8S 13.4, #3,919<br>A-level: APS 42.04, #216",Midlands
130615,,41.99,CB2 8PE,219,52.18804125,0.13570254,"Hills Road Sixth Form College<br>16+ Mixed College <br>A-level: APS 41.99, #219",Midlands
117012,28.4,41.59,B61 7DU,233,52.33056956,-2.06475191,"Bromsgrove School<br>2-18 Mixed Independent school <br>GCSE: A8S 28.4, #3,674<br>A-level: APS 41.59, #233",Midlands
120332,49.7,41.57,LE11 2DU,234,52.76516648,-1.20157078,"Loughborough Grammar School<br>10-19 Boys Independent school <br>GCSE: A8S 49.7, #1,220<br>A-level: APS 41.57, #234",Midlands
107166,38.4,41.2,S10 2PE,253,53.37490637,-1.49840708,"Sheffield High School for Girls<br>3-18 Girls Independent school <br>GCSE: A8S 38.4, #3,131<br>A-level: APS 41.2, #253",Midlands
117046,1.2,40.88,WR15 8PH,272,52.28791853,-2.61309479,"Saint Michael's College<br>13-19 Mixed Independent school <br>GCSE: A8S 1.2, #4,398<br>A-level: APS 40.88, #272",Midlands
122131,34.9,40.64,NN8 2BX,287,52.29763307,-0.68763993,"Wellingborough School<br>3-19 Mixed Independent school <br>GCSE: A8S 34.9, #3,439<br>A-level: APS 40.64, #287",Midlands
117018,31.8,40.52,WR14 3BA,294,52.11067539,-2.31735673,"Malvern St James<br>4-18 Girls Independent school <br>GCSE: A8S 31.8, #3,593<br>A-level: APS 40.52, #294",Midlands
122144,54.1,40.43,NN4 6UU,303,52.20957373,-0.88780085,"Northampton High School<br>2-18 Girls Independent school <br>GCSE: A8S 54.1, #671<br>A-level: APS 40.43, #303",Midlands
117038,53.7,40.41,WR1 1HP,304,52.20070539,-2.22482427,"Royal Grammar School Worcester<br>2-19 Mixed Independent school <br>GCSE: A8S 53.7, #721<br>A-level: APS 40.41, #304",Midlands
117037,18.7,40.13,WR1 2LL,315,52.18770483,-2.22003408,"The King's School<br>2-19 Mixed Independent school <br>GCSE: A8S 18.7, #3,804<br>A-level: APS 40.13, #315",Midlands
124887,39.0,40.12,IP12 4JH,316,52.0972383,1.30961519,"Woodbridge School<br>4-18 Mixed Independent school <br>GCSE: A8S 39.0, #3,072<br>A-level: APS 40.12, #316",Midlands
120324,40.5,39.93,LE2 2PP,333,52.60945095,-1.09751322,"Leicester High School for Girls<br>3-18 Girls Independent school <br>GCSE: A8S 40.5, #2,871<br>A-level: APS 39.93, #333",Midlands
103751,33.7,39.93,CV1 4AU,334,52.41396768,-1.52121618,"Bablake School<br>11-19 Mixed Independent school <br>GCSE: A8S 33.7, #3,509<br>A-level: APS 39.93, #334",Midlands
124888,50.5,39.92,IP9 1AZ,335,52.00292433,1.19531998,"Ipswich High School<br>3-19 Mixed Independent school <br>GCSE: A8S 50.5, #1,111<br>A-level: APS 39.92, #335",Midlands
124487,33.0,39.74,ST5 1DB,344,53.01061292,-2.21784062,"Newcastle-under-Lyme School<br>2-19 Mixed Independent school <br>GCSE: A8S 33.0, #3,555<br>A-level: APS 39.74, #344",Midlands
110925,29.7,39.72,PE28 0EA,345,52.29522755,-0.38931231,"Kimbolton School<br>4-18 Mixed Independent school <br>GCSE: A8S 29.7, #3,644<br>A-level: APS 39.72, #345",Midlands
120316,50.8,39.61,LE7 4SG,352,52.72975251,-1.07604904,"Ratcliffe College<br>3-18 Mixed Independent school <br>GCSE: A8S 50.8, #1,067<br>A-level: APS 39.61, #352",Midlands
106812,42.3,39.56,DN9 3GG,358,53.4865585,-1.01561433,"Hill House School<br>3-18 Mixed Independent school <br>GCSE: A8S 42.3, #2,594<br>A-level: APS 39.56, #358",Midlands
136972,52.1,39.47,DE6 1EP,361,53.02202105,-1.72936036,"Queen Elizabeth's Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 52.1, #907<br>A-level: APS 39.47, #361",Midlands
104411,11.7,39.11,WV3 9RB,379,52.58574784,-2.14928763,"Wolverhampton Grammar School<br>7-18 Mixed Independent school <br>GCSE: A8S 11.7, #3,946<br>A-level: APS 39.11, #379",Midlands
120322,10.2,39.08,LE15 6DT,383,52.67049893,-0.72844313,"Oakham School<br>9-18 Mixed Independent school <br>GCSE: A8S 10.2, #3,976<br>A-level: APS 39.08, #383",Midlands
140984,51.9,38.85,NG7 2PL,394,52.94072866,-1.18084743,"Nottingham University Academy of Science and Technology<br>11-19 Mixed Academy <br>GCSE: A8S 51.9, #940<br>A-level: APS 38.85, #394",Midlands
136266,50.8,38.76,PE6 7JX,399,52.63693243,-0.30246147,"Arthur Mellows Village College<br>11-18 Mixed Academy <br>GCSE: A8S 50.8, #1,068<br>A-level: APS 38.76, #399",Midlands
110930,2.1,38.68,CB2 1JE,403,52.19550683,0.12312557,"Mander Portman Woodward<br>14-20 Mixed Independent school <br>GCSE: A8S 2.1, #4,335<br>A-level: APS 38.68, #403",Midlands
