URN,ATT8SCR,TALLPPE_ALEV_1618,PCODE,Best Rank,Latitude,Longitude,Info,Region
101361,77.6,43.55,N12 7NJ,31,51.61431878,-0.18073208,"St Michael's Catholic Grammar School<br>11-18 Girls Maintained school <br>GCSE: A8S 77.6, #31<br>A-level: APS 43.55, #154",Greater London
136798,77.4,42.53,SM6 7PH,32,51.36901788,-0.14915264,"Wallington County Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 77.4, #32<br>A-level: APS 42.53, #193",Greater London
102850,75.5,38.96,IG6 2JB,46,51.59191029,0.07701468,"Ilford County High School<br>11-18 Boys Maintained school <br>GCSE: A8S 75.5, #46<br>A-level: APS 38.96, #392",Greater London
102950,75.3,44.45,SW13 9QN,48,51.48165083,-0.24621877,"The Harrodian School<br>4-18 Mixed Independent school <br>GCSE: A8S 75.3, #48<br>A-level: APS 44.45, #123",Greater London
136359,74.3,,DA1 2HW,61,51.44516529,0.20549669,"Dartford Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 74.3, #61",Greater London
101575,73.6,,NW6 6PE,70,51.53951677,-0.20802964,"Islamia School for Girls'<br>11-16 Girls Independent school <br>GCSE: A8S 73.6, #70",Greater London
137769,73.2,40.23,DA6 7AB,76,51.45023224,0.13977771,"Townley Grammar School<br>11-18 Girls Academy <br>GCSE: A8S 73.2, #76<br>A-level: APS 40.23, #311",Greater London
137423,72.1,33.51,DA15 9AG,90,51.43579327,0.10780834,"Chislehurst and Sidcup Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 72.1, #90<br>A-level: APS 33.51, #971",Greater London
101578,72.1,,NW10 8HE,91,51.54830787,-0.25978093,"The Swaminarayan School<br>5-18 Mixed Independent school <br>GCSE: A8S 72.1, #91",Greater London
136554,72.0,46.25,EN6 2DU,88,51.6907827,-0.20717022,"Dame Alice Owen's School<br>11-18 Mixed Academy <br>GCSE: A8S 72.0, #94<br>A-level: APS 46.25, #88",Greater London
100300,71.5,,N16 6JJ,103,51.56740839,-0.06137043,"Tayyibah Girls' School<br>4-18 Girls Independent school <br>GCSE: A8S 71.5, #103",Greater London
136289,71.0,41.31,WD18 0AE,111,51.65237951,-0.39761053,"Watford Grammar School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 71.0, #111<br>A-level: APS 41.31, #244",Greater London
136369,70.5,25.0,DA16 2BL,114,51.45649919,0.10707869,"Bexley Grammar School<br>11-18 Mixed Academy <br>GCSE: A8S 70.5, #114<br>A-level: APS 25.0, #2,221",Greater London
100062,69.2,,NW3 7SR,129,51.55780541,-0.19030235,"St Margaret's School<br>4-16 Girls Independent school <br>GCSE: A8S 69.2, #129",Greater London
136334,68.8,34.54,DA5 1NE,132,51.44655975,0.15077366,"Beths Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 68.8, #132<br>A-level: APS 34.54, #838",Greater London
131388,68.4,,E1 2ND,135,51.5126776,-0.05854921,"Jamiatul Ummah School<br>11-16 Boys Independent school <br>GCSE: A8S 68.4, #135",Greater London
141250,67.8,35.99,N1 2NQ,143,51.54399612,-0.0978574,"North Bridge House Senior Canonbury<br>11-18 Mixed Independent school <br>GCSE: A8S 67.8, #143<br>A-level: APS 35.99, #647",Greater London
137099,67.4,34.63,DA12 2PR,147,51.43708597,0.38389165,"Gravesend Grammar School<br>11-18 Boys Academy <br>GCSE: A8S 67.4, #147<br>A-level: APS 34.63, #831",Greater London
100074,67.3,,NW3 5UD,150,51.55446165,-0.1747259,"North Bridge House Senior School<br>11-16 Mixed Independent school <br>GCSE: A8S 67.3, #150",Greater London
138457,66.8,37.95,HA0 3NT,155,51.56309566,-0.31053649,"Wembley High Technology College<br>11-19 Mixed Academy <br>GCSE: A8S 66.8, #155<br>A-level: APS 37.95, #457",Greater London
136276,66.3,40.49,WD18 7JF,160,51.65503408,-0.41430146,"Watford Grammar School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 66.3, #160<br>A-level: APS 40.49, #298",Greater London
137227,66.0,31.82,DA2 7DA,162,51.42820311,0.1945513,"Wilmington Grammar School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 66.0, #162<br>A-level: APS 31.82, #1,264",Greater London
137834,65.8,28.03,DA11 0JE,163,51.43663538,0.35947939,"Mayfield Grammar School, Gravesend<br>11-18 Girls Academy <br>GCSE: A8S 65.8, #163<br>A-level: APS 28.03, #1,880",Greater London
125375,65.5,41.15,KT11 1HA,168,51.34221502,-0.42433064,"Notre Dame Senior School<br>11-18 Girls Independent school <br>GCSE: A8S 65.5, #168<br>A-level: APS 41.15, #256",Greater London
137250,65.4,29.04,DA2 7BB,170,51.43086128,0.1933119,"Wilmington Grammar School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 65.4, #170<br>A-level: APS 29.04, #1,746",Greater London
136899,65.4,42.46,WD25 0UU,171,51.70324328,-0.3894169,"Parmiter's School<br>11-18 Mixed Academy <br>GCSE: A8S 65.4, #171<br>A-level: APS 42.46, #197",Greater London
137935,65.1,38.19,W6 7DG,176,51.49358141,-0.22333093,"Sacred Heart High School<br>11-19 Girls Academy <br>GCSE: A8S 65.1, #176<br>A-level: APS 38.19, #429",Greater London
137157,65.1,38.98,SW6 1RX,177,51.48192572,-0.19381283,"The London Oratory School<br>7-18 Boys Academy <br>GCSE: A8S 65.1, #177<br>A-level: APS 38.98, #391",Greater London
100864,64.6,47.94,SE22 8SU,53,51.45478127,-0.08199341,"Alleyn's School<br>4-18 Mixed Independent school <br>GCSE: A8S 64.6, #182<br>A-level: APS 47.94, #53",Greater London
138607,64.5,38.33,SW6 4UN,183,51.47419143,-0.19961888,"Lady Margaret School<br>11-18 Girls Academy <br>GCSE: A8S 64.5, #183<br>A-level: APS 38.33, #419",Greater London
138461,64.2,37.92,TW2 5LH,185,51.43944012,-0.35097442,"Waldegrave School<br>11-18 Mixed Academy <br>GCSE: A8S 64.2, #185<br>A-level: APS 37.92, #463",Greater London
138313,64.0,38.55,SW1P 2DY,193,51.49603307,-0.13450429,"The Grey Coat Hospital<br>11-18 Girls Academy <br>GCSE: A8S 64.0, #193<br>A-level: APS 38.55, #409",Greater London
137546,64.0,41.31,W3 9PP,190,51.50964913,-0.27746729,"Twyford Church of England High School<br>11-18 Mixed Academy <br>GCSE: A8S 64.0, #190<br>A-level: APS 41.31, #247",Greater London
100054,63.4,44.08,NW5 2DB,142,51.54599022,-0.13466741,"The Camden School for Girls<br>11-18 Girls Maintained school <br>GCSE: A8S 63.4, #199<br>A-level: APS 44.08, #142",Greater London
102932,63.2,50.1,TW12 3HF,22,51.4278486,-0.36892671,"Lady Eleanor Holles School<br>7-18 Girls Independent school <br>GCSE: A8S 63.2, #201<br>A-level: APS 50.1, #22",Greater London
102065,62.8,31.73,EN6 5QT,210,51.68485642,-0.15891202,"St John's Preparatory and Senior School<br>3-19 Mixed Independent school <br>GCSE: A8S 62.8, #210<br>A-level: APS 31.73, #1,290",Greater London
141931,62.8,40.52,W14 8BZ,209,51.50389037,-0.21171946,"The Cardinal Vaughan Memorial RC School<br>11-18 Boys Academy <br>GCSE: A8S 62.8, #209<br>A-level: APS 40.52, #295",Greater London
125334,62.6,41.22,KT10 9LY,215,51.35824372,-0.37072389,"Claremont Fan Court School<br>2-18 Mixed Independent school <br>GCSE: A8S 62.6, #215<br>A-level: APS 41.22, #252",Greater London
137736,62.6,35.86,KT18 7NQ,216,51.32795085,-0.27788068,"Rosebery School<br>11-18 Girls Academy <br>GCSE: A8S 62.6, #216<br>A-level: APS 35.86, #659",Greater London
135507,62.3,34.95,N12 9HB,222,51.61264777,-0.1681175,"Wren Academy<br>4-18 Mixed Academy <br>GCSE: A8S 62.3, #222<br>A-level: APS 34.95, #789",Greater London
137353,62.2,40.14,W1U 5BA,227,51.5222113,-0.15214491,"The St Marylebone CofE School<br>11-18 Girls Academy <br>GCSE: A8S 62.2, #227<br>A-level: APS 40.14, #314",Greater London
133724,62.0,42.94,HA3 9TE,180,51.58101182,-0.2810623,"JFS<br>11-18 Mixed Maintained school <br>GCSE: A8S 62.0, #229<br>A-level: APS 42.94, #180",Greater London
101823,62.0,36.09,CR9 5AS,230,51.36933445,-0.05220557,"Coloma Convent Girls' School<br>11-18 Girls Maintained school <br>GCSE: A8S 62.0, #230<br>A-level: APS 36.09, #637",Greater London
135747,61.9,42.63,EN4 9GE,189,51.65527764,-0.16966618,"JCoSS<br>11-19 Mixed Maintained school <br>GCSE: A8S 61.9, #233<br>A-level: APS 42.63, #189",Greater London
137005,61.9,33.84,SW17 9BU,234,51.42285572,-0.15189713,"Graveney School<br>11-18 Mixed Academy <br>GCSE: A8S 61.9, #234<br>A-level: APS 33.84, #925",Greater London
137386,61.9,35.0,NW7 4LL,237,51.62953636,-0.24771587,"Mill Hill County High School<br>11-18 Mixed Academy <br>GCSE: A8S 61.9, #237<br>A-level: APS 35.0, #777",Greater London
131745,61.8,,E2 0HW,241,51.52643743,-0.0537395,"Darul Hadis Latifiah<br>11-20 Boys Independent school <br>GCSE: A8S 61.8, #241",Greater London
137539,61.8,42.27,NW4 1NA,207,51.59648295,-0.21440699,"Hasmonean High School for Boys<br>11-18 Boys Academy <br>GCSE: A8S 61.8, #239<br>A-level: APS 42.27, #207",Greater London
137995,61.5,37.3,TW3 3EJ,248,51.46840798,-0.37440624,"St Mark's Catholic School<br>11-18 Mixed Academy <br>GCSE: A8S 61.5, #248<br>A-level: APS 37.3, #511",Greater London
136308,61.5,34.25,N14 5RJ,249,51.63014953,-0.13290745,"Ashmole Academy<br>11-18 Mixed Academy <br>GCSE: A8S 61.5, #249<br>A-level: APS 34.25, #875",Greater London
102875,61.4,48.04,IG8 0RF,50,51.61967815,0.02668037,"Bancrofts School<br>11-18 Mixed Independent school <br>GCSE: A8S 61.4, #250<br>A-level: APS 48.04, #50",Greater London
140862,61.4,,HA9 0UU,251,51.56273522,-0.27892413,"Michaela Community School<br>11-19 Mixed Academy <br>GCSE: A8S 61.4, #251",Greater London
134417,61.3,,E7 9HL,252,51.54593846,0.02044617,"Azhar Academy Girls School<br>3-16 Mixed Independent school <br>GCSE: A8S 61.3, #252",Greater London
136750,61.3,36.06,W6 9LP,254,51.49546964,-0.2310514,"West London Free School<br>11-18 Mixed Academy <br>GCSE: A8S 61.3, #254<br>A-level: APS 36.06, #640",Greater London
142314,61.3,38.77,KT13 8UZ,255,51.36466297,-0.46517766,"Heathside School<br>11-18 Mixed Academy <br>GCSE: A8S 61.3, #255<br>A-level: APS 38.77, #397",Greater London
137855,61.2,39.58,KT10 0AQ,258,51.37860484,-0.3318932,"Hinchley Wood School<br>11-18 Mixed Academy <br>GCSE: A8S 61.2, #258<br>A-level: APS 39.58, #355",Greater London
103013,61.2,35.99,SM5 3PS,257,51.36428674,-0.1697276,"St Philomena's Catholic High School for Girls<br>11-18 Girls Maintained school <br>GCSE: A8S 61.2, #257<br>A-level: APS 35.99, #648",Greater London
140134,61.1,37.24,W8 7AF,260,51.50471711,-0.20109612,"Holland Park School<br>11-18 Mixed Academy <br>GCSE: A8S 61.1, #260<br>A-level: APS 37.24, #513",Greater London
136901,61.0,38.6,WD3 6EW,264,51.66353981,-0.51404815,"St Clement Danes School<br>11-18 Mixed Academy <br>GCSE: A8S 61.0, #264<br>A-level: APS 38.6, #406",Greater London
139725,60.9,,UB6 8PR,267,51.53739615,-0.34916609,"William Perkin Church of England High School<br>11-18 Mixed Academy <br>GCSE: A8S 60.9, #267",Greater London
101576,60.7,,NW6 6PF,275,51.53989408,-0.20918288,"Al-Sadiq and Al-Zahra Schools<br>3-16 Mixed Independent school <br>GCSE: A8S 60.7, #275",Greater London
137131,60.6,31.48,EN5 5RR,278,51.65176732,-0.19676805,"Queen Elizabeth's Girls' School<br>11-18 Girls Academy <br>GCSE: A8S 60.6, #278<br>A-level: APS 31.48, #1,342",Greater London
134693,60.6,37.85,E5 8JY,277,51.55161667,-0.06133441,"Mossbourne Community Academy<br>11-18 Mixed Academy <br>GCSE: A8S 60.6, #277<br>A-level: APS 37.85, #469",Greater London
136298,60.5,42.04,SE24 9JH,215,51.45641088,-0.08926618,"The Charter School North Dulwich<br>11-18 Mixed Academy <br>GCSE: A8S 60.5, #280<br>A-level: APS 42.04, #215",Greater London
136600,60.5,37.93,RM14 3HS,281,51.55627584,0.26023544,"The Coopers' Company and Coborn School<br>11-18 Mixed Academy <br>GCSE: A8S 60.5, #281<br>A-level: APS 37.93, #461",Greater London
134810,60.5,,E1 1JX,284,51.51732251,-0.06590439,"London East Academy<br>11-16 Boys Independent school <br>GCSE: A8S 60.5, #284",Greater London
138459,60.4,31.48,KT3 5AR,285,51.39797515,-0.26136678,"The Holy Cross School<br>11-18 Girls Academy <br>GCSE: A8S 60.4, #285<br>A-level: APS 31.48, #1,343",Greater London
101090,60.4,,SW17 7TJ,287,51.43244379,-0.16345139,"Al Risalah Secondary School<br>3-16 Girls Independent school <br>GCSE: A8S 60.4, #287",Greater London
102856,60.2,33.39,IG2 7BT,289,51.56851483,0.08591903,"Seven Kings School<br>4-18 Mixed Maintained school <br>GCSE: A8S 60.2, #289<br>A-level: APS 33.39, #993",Greater London
136922,60.2,45.32,WD6 1HL,100,51.65424645,-0.26823079,"Yavneh College<br>11-18 Mixed Academy <br>GCSE: A8S 60.2, #290<br>A-level: APS 45.32, #100",Greater London
140066,60.2,34.4,TW8 0EX,291,51.49070646,-0.28699741,"Kew House<br>11-18 Mixed Independent school <br>GCSE: A8S 60.2, #291<br>A-level: APS 34.4, #852",Greater London
131059,60.1,,NW6 7BT,293,51.54325131,-0.21409857,"Brondesbury College London<br>11-16 Boys Independent school <br>GCSE: A8S 60.1, #293",Greater London
137006,59.9,36.5,BR3 3BE,303,51.38831652,-0.01776682,"Langley Park School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 59.9, #303<br>A-level: APS 36.5, #584",Greater London
101946,59.9,39.79,W5 2JL,304,51.52374599,-0.29261898,"St Augustine's Priory<br>2-18 Girls Independent school <br>GCSE: A8S 59.9, #304<br>A-level: APS 39.79, #339",Greater London
102551,59.9,40.08,W4 1LY,305,51.49596062,-0.25241187,"Arts Educational School<br>11-18 Mixed Independent school <br>GCSE: A8S 59.9, #305<br>A-level: APS 40.08, #318",Greater London
137928,59.8,35.58,TW7 6XF,309,51.46908279,-0.33028132,"Gumley House RC Convent School, FCJ<br>11-18 Girls Academy <br>GCSE: A8S 59.8, #309<br>A-level: APS 35.58, #694",Greater London
138651,59.8,37.07,TW1 3BB,311,51.44949806,-0.32027367,"Orleans Park School<br>11-18 Mixed Academy <br>GCSE: A8S 59.8, #311<br>A-level: APS 37.07, #530",Greater London
100982,59.8,23.81,E1 1HL,310,51.51564341,-0.06279024,"Madani Secondary Girls' School<br>11-18 Girls Independent school <br>GCSE: A8S 59.8, #310<br>A-level: APS 23.81, #2,331",Greater London
101362,59.8,33.7,N12 8TA,308,51.6228372,-0.1809115,"Finchley Catholic High School<br>11-18 Boys Maintained school <br>GCSE: A8S 59.8, #308<br>A-level: APS 33.7, #950",Greater London
102683,59.6,37.41,SW20 8HA,316,51.41504906,-0.22279564,"Ursuline High School Wimbledon<br>11-18 Girls Maintained school <br>GCSE: A8S 59.6, #316<br>A-level: APS 37.41, #502",Greater London
140957,59.6,,E17 5SD,317,51.59401055,-0.04255211,"Eden Girls' School Waltham Forest<br>11-18 Girls Academy <br>GCSE: A8S 59.6, #317",Greater London
102873,59.4,,IG1 4RS,322,51.56396257,0.0692767,"Park School for Girls<br>4-16 Girls Independent school <br>GCSE: A8S 59.4, #322",Greater London
100193,59.3,,SE10 8HN,328,51.47578455,-0.00578397,"St Ursula's Convent School<br>11-16 Girls Maintained school <br>GCSE: A8S 59.3, #328",Greater London
135155,59.2,,UB1 1LS,330,51.50750049,-0.37846243,"Ayesha Siddiqa Girls School<br>11-19 Girls Independent school <br>GCSE: A8S 59.2, #330",Greater London
125275,59.2,39.77,KT22 7JP,332,51.30219158,-0.31595764,"St Andrew's Catholic School<br>11-18 Mixed Maintained school <br>GCSE: A8S 59.2, #332<br>A-level: APS 39.77, #343",Greater London
137418,59.2,26.01,IG1 4JU,333,51.5625727,0.0695599,"The Ursuline Academy Ilford<br>11-18 Girls Academy <br>GCSE: A8S 59.2, #333<br>A-level: APS 26.01, #2,122",Greater London
138227,59.2,26.55,HA7 2EQ,336,51.57916414,-0.38784866,"Avanti House School<br>11-18 Mixed Academy <br>GCSE: A8S 59.2, #336<br>A-level: APS 26.55, #2,065",Greater London
141716,59.1,,SE9 2SU,338,51.44829761,0.0615672,"St Thomas More Catholic Comprehensive School<br>11-16 Mixed Academy <br>GCSE: A8S 59.1, #338",Greater London
136877,59.0,34.33,WD23 2TY,340,51.65849603,-0.36901356,"Queens' School<br>11-18 Mixed Academy <br>GCSE: A8S 59.0, #340<br>A-level: APS 34.33, #862",Greater London
102860,59.0,30.84,IG8 0TP,339,51.61666287,0.02110018,"Trinity Catholic High School<br>11-18 Mixed Maintained school <br>GCSE: A8S 59.0, #339<br>A-level: APS 30.84, #1,450",Greater London
137531,58.8,34.13,N11 2AZ,345,51.60206742,-0.13693381,"Alexandra Park School<br>11-18 Mixed Academy <br>GCSE: A8S 58.8, #345<br>A-level: APS 34.13, #889",Greater London
137442,58.7,35.72,E5 0RB,353,51.55472557,-0.05195555,"Clapton Girls' Academy<br>11-19 Girls Academy <br>GCSE: A8S 58.7, #353<br>A-level: APS 35.72, #679",Greater London
136267,58.7,26.27,RM6 4RS,352,51.57180516,0.11809214,"Chadwell Heath Academy<br>11-18 Mixed Academy <br>GCSE: A8S 58.7, #352<br>A-level: APS 26.27, #2,097",Greater London
100050,58.7,36.57,NW5 1RL,351,51.55845694,-0.14962247,"Parliament Hill School<br>11-18 Girls Maintained school <br>GCSE: A8S 58.7, #351<br>A-level: APS 36.57, #578",Greater London
136396,58.6,37.43,EN10 7DD,357,51.74069338,-0.02400804,"The Broxbourne School<br>11-18 Mixed Academy <br>GCSE: A8S 58.6, #357<br>A-level: APS 37.43, #497",Greater London
117606,58.6,38.1,WD23 1DT,358,51.63839869,-0.36196025,"St Margaret's School<br>2-18 Girls Independent school <br>GCSE: A8S 58.6, #358<br>A-level: APS 38.1, #439",Greater London
140210,58.6,,E9 7HD,360,51.53910917,-0.04245537,"Mossbourne Victoria Park Academy<br>11-18 Mixed Academy <br>GCSE: A8S 58.6, #360",Greater London
136606,58.6,34.87,WD3 3AQ,362,51.64492504,-0.45538442,"Rickmansworth School<br>11-18 Mixed Academy <br>GCSE: A8S 58.6, #362<br>A-level: APS 34.87, #800",Greater London
102243,58.6,,HA3 7AY,364,51.59950325,-0.33618647,"The Sacred Heart Language College<br>11-16 Girls Maintained school <br>GCSE: A8S 58.6, #364",Greater London
102545,58.5,35.75,TW8 9LB,369,51.49337159,-0.31392253,"Gunnersbury Catholic School<br>11-18 Boys Maintained school <br>GCSE: A8S 58.5, #369<br>A-level: APS 35.75, #670",Greater London
135242,58.5,35.3,NW1 6RU,368,51.52184695,-0.16905398,"Ark King Solomon Academy<br>3-18 Mixed Academy <br>GCSE: A8S 58.5, #368<br>A-level: APS 35.3, #731",Greater London
102156,57.9,39.68,N10 1NE,347,51.59285605,-0.15095378,"Fortismere School<br>11-18 Mixed Maintained school <br>GCSE: A8S 57.9, #387<br>A-level: APS 39.68, #347",Greater London
137299,57.9,34.73,KT3 5PE,383,51.38495516,-0.26571158,"Richard Challoner School<br>11-18 Boys Academy <br>GCSE: A8S 57.9, #383<br>A-level: APS 34.73, #818",Greater London
100001,57.9,51.02,EC2Y 8BB,13,51.5191495,-0.09454025,"City of London School for Girls<br>7-18 Girls Independent school <br>GCSE: A8S 57.9, #386<br>A-level: APS 51.02, #13",Greater London
134585,57.8,,CR0 6BE,389,51.37934021,-0.08910085,"Al-Khair Boys Secondary School<br>11-16 Boys Independent school <br>GCSE: A8S 57.8, #389",Greater London
135316,57.8,35.32,SW15 2UT,390,51.45644268,-0.20744232,"Ashcroft Technology Academy<br>11-18 Mixed Academy <br>GCSE: A8S 57.8, #390<br>A-level: APS 35.32, #727",Greater London
137848,57.7,33.48,KT3 3TU,392,51.4102411,-0.26317382,"Coombe Girls' School<br>11-18 Girls Academy <br>GCSE: A8S 57.7, #392<br>A-level: APS 33.48, #976",Greater London
137178,57.5,32.71,HA7 3JW,411,51.61731702,-0.33235678,"Bentley Wood High School<br>11-18 Girls Academy <br>GCSE: A8S 57.5, #411<br>A-level: APS 32.71, #1,113",Greater London
136656,57.4,33.79,HA3 0UH,418,51.58441756,-0.2938385,"Claremont High School<br>11-18 Mixed Academy <br>GCSE: A8S 57.4, #418<br>A-level: APS 33.79, #937",Greater London
102239,57.4,32.28,HA2 0AD,419,51.57315173,-0.35315321,"Whitmore High School<br>11-18 Mixed Maintained school <br>GCSE: A8S 57.4, #419<br>A-level: APS 32.28, #1,183",Greater London
136746,57.4,,IG11 8PY,415,51.54423063,0.07752539,"Lady Aisha Academy<br>11-16 Girls Independent school <br>GCSE: A8S 57.4, #415",Greater London
100455,57.4,30.07,N5 1AR,417,51.55280495,-0.10150007,"Highbury Fields School<br>11-18 Girls Maintained school <br>GCSE: A8S 57.4, #417<br>A-level: APS 30.07, #1,563",Greater London
101367,57.2,38.77,NW7 1QS,398,51.61897236,-0.23042629,"Mill Hill School Foundation<br>3-19 Mixed Independent school <br>GCSE: A8S 57.2, #432<br>A-level: APS 38.77, #398",Greater London
138460,57.2,35.24,TW11 9PJ,430,51.42266613,-0.31222546,"Teddington School<br>11-18 Mixed Academy <br>GCSE: A8S 57.2, #430<br>A-level: APS 35.24, #741",Greater London
135311,57.2,29.14,SE19 2JH,431,51.41167414,-0.07679468,"Harris City Academy Crystal Palace<br>11-18 Mixed Academy <br>GCSE: A8S 57.2, #431<br>A-level: APS 29.14, #1,728",Greater London
137028,57.2,34.26,HA5 5RP,425,51.59071071,-0.36512099,"Nower Hill High School<br>11-18 Mixed Academy <br>GCSE: A8S 57.2, #425<br>A-level: APS 34.26, #871",Greater London
137233,57.1,37.48,RM14 2QR,436,51.55685702,0.24354348,"Sacred Heart of Mary Girls' School<br>11-18 Girls Academy <br>GCSE: A8S 57.1, #436<br>A-level: APS 37.48, #493",Greater London
138825,57.0,39.07,TW10 7HN,384,51.438906,-0.31220196,"Grey Court School<br>11-18 Mixed Academy <br>GCSE: A8S 57.0, #442<br>A-level: APS 39.07, #384",Greater London
102053,57.0,24.46,N13 5TY,445,51.61630651,-0.10796734,"St Anne's Catholic High School for Girls<br>11-18 Girls Maintained school <br>GCSE: A8S 57.0, #445<br>A-level: APS 24.46, #2,278",Greater London
137635,56.9,33.39,UB10 8AB,447,51.55848897,-0.4620655,"Vyners School<br>11-18 Mixed Academy <br>GCSE: A8S 56.9, #447<br>A-level: APS 33.39, #995",Greater London
139594,56.9,,N2 8GA,446,51.59114144,-0.16834769,"The Archer Academy<br>11-16 Mixed Academy <br>GCSE: A8S 56.9, #446",Greater London
139989,56.8,34.02,TW7 5BB,453,51.47911391,-0.32491803,"The Green School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 56.8, #453<br>A-level: APS 34.02, #904",Greater London
101934,56.7,35.39,UB6 9AW,461,51.52522435,-0.35199948,"The Cardinal Wiseman Catholic School<br>11-18 Mixed Maintained school <br>GCSE: A8S 56.7, #461<br>A-level: APS 35.39, #716",Greater London
100458,56.6,32.08,EC2A 4SH,468,51.52525738,-0.08582284,"Central Foundation Boys' School<br>11-18 Boys Maintained school <br>GCSE: A8S 56.6, #468<br>A-level: APS 32.08, #1,217",Greater London
136631,56.5,31.9,UB10 0EJ,469,51.5373124,-0.44504471,"Swakeleys School for Girls<br>11-18 Girls Academy <br>GCSE: A8S 56.5, #469<br>A-level: APS 31.9, #1,247",Greater London
139121,56.4,,TW1 4LT,476,51.44778184,-0.3342246,"St Richard Reynolds Catholic High School<br>11-18 Mixed Maintained school <br>GCSE: A8S 56.4, #476",Greater London
136534,56.3,31.93,KT17 1NB,483,51.34337031,-0.25580801,"Glyn School<br>11-18 Boys Academy <br>GCSE: A8S 56.3, #483<br>A-level: APS 31.93, #1,241",Greater London
101369,56.3,39.57,NW11 7HY,357,51.56952568,-0.18526274,"The King Alfred School<br>5-18 Mixed Independent school <br>GCSE: A8S 56.3, #485<br>A-level: APS 39.57, #357",Greater London
131403,56.3,,NW4 2TA,479,51.58552829,-0.22375718,"Tiferes High School<br>11-16 Girls Independent school <br>GCSE: A8S 56.3, #479",Greater London
125369,56.2,42.04,CR3 7YA,217,51.27632106,-0.05171189,"Woldingham School<br>10-19 Girls Independent school <br>GCSE: A8S 56.2, #488<br>A-level: APS 42.04, #217",Greater London
100638,56.1,36.11,SW16 2HY,497,51.42497185,-0.11871337,"Bishop Thomas Grant Catholic Secondary School<br>11-19 Mixed Maintained school <br>GCSE: A8S 56.1, #497<br>A-level: APS 36.11, #635",Greater London
136669,56.1,44.52,E6 3SQ,120,51.52257771,0.04208722,"Brampton Manor Academy<br>11-18 Mixed Academy <br>GCSE: A8S 56.1, #495<br>A-level: APS 44.52, #120",Greater London
137681,56.0,,DA6 7QJ,501,51.45420929,0.15683343,"St Catherine's Catholic School<br>11-16 Girls Academy <br>GCSE: A8S 56.0, #501",Greater London
